clip,time,pelvis,head,shoeMin,handMin,coatMin,packMin,spineAngle,headAngle,leftHandX,leftHandY,leftHandZ,rightHandX,rightHandY,rightHandZ
5,1.000000,0.077656,0.645531,0.004500,0.004878,-0.036662,0.190849,29.793810,5.958756,-0.240008,0.145078,0.100027,0.240008,0.145078,0.100027
5,1.004167,0.077201,0.645076,0.004542,0.004843,-0.037360,0.190393,29.793810,5.958756,-0.239999,0.145043,0.100003,0.239999,0.145044,0.100003
5,1.008333,0.076745,0.644620,0.004531,0.004791,-0.038073,0.189938,29.793810,5.958756,-0.239994,0.144991,0.099989,0.239994,0.144991,0.099989
5,1.012500,0.076359,0.644234,0.004541,0.004786,-0.038730,0.189551,29.793810,5.958756,-0.239993,0.144986,0.099984,0.239993,0.144986,0.099984
5,1.016667,0.075972,0.643847,0.004511,0.004761,-0.039398,0.189164,29.793810,5.958756,-0.239994,0.144961,0.099985,0.239994,0.144961,0.099985
5,1.020833,0.075649,0.643524,0.004510,0.004777,-0.040010,0.188842,29.793810,5.958756,-0.239997,0.144977,0.099990,0.239997,0.144977,0.099990
5,1.025000,0.075326,0.643201,0.004483,0.004770,-0.040628,0.188519,29.793810,5.958756,-0.239999,0.144970,0.099995,0.239999,0.144970,0.099995
5,1.029167,0.075063,0.642938,0.004497,0.004798,-0.041191,0.188256,29.793810,5.958756,-0.240001,0.144998,0.100000,0.240001,0.144998,0.100000
5,1.033333,0.074800,0.642675,0.004500,0.004800,-0.041757,0.187993,29.793810,5.958756,-0.240000,0.145000,0.100000,0.240000,0.145000,0.100000
5,1.037500,0.074591,0.642466,0.004533,0.004824,-0.042274,0.187784,29.793810,5.958756,-0.239998,0.145024,0.099998,0.239998,0.145024,0.099998
5,1.041667,0.074383,0.642258,0.004524,0.004813,-0.042800,0.187575,29.793810,5.958756,-0.239997,0.145013,0.099997,0.239998,0.145013,0.099997
5,1.045833,0.074223,0.642098,0.004530,0.004819,-0.043283,0.187415,29.793810,5.958756,-0.239997,0.145019,0.099997,0.239997,0.145019,0.099997
5,1.050000,0.074063,0.641938,0.004507,0.004799,-0.043772,0.187256,29.793810,5.958756,-0.239998,0.144999,0.099998,0.239998,0.144999,0.099998
5,1.054167,0.073947,0.641822,0.004504,0.004800,-0.044221,0.187139,29.793810,5.958756,-0.239999,0.145000,0.099998,0.239999,0.145000,0.099998
5,1.058333,0.073830,0.641705,0.004485,0.004785,-0.044672,0.187023,29.793810,5.958756,-0.239999,0.144985,0.099999,0.239999,0.144985,0.099999
5,1.062500,0.073751,0.641626,0.004493,0.004795,-0.045086,0.186943,29.793810,5.958756,-0.240000,0.144996,0.100000,0.240000,0.144996,0.100000
5,1.066667,0.073671,0.641546,0.004500,0.004800,-0.045499,0.186864,29.793810,5.958756,-0.240000,0.145000,0.100000,0.240000,0.145000,0.100000
5,1.070833,0.073622,0.641497,0.004524,0.004820,-0.045882,0.186815,29.793850,5.958749,-0.240000,0.145020,0.100000,0.240000,0.145020,0.100000
5,1.075000,0.073573,0.641448,0.004524,0.004817,-0.046269,0.186766,29.793960,5.958749,-0.240000,0.145018,0.100000,0.240000,0.145018,0.100000
5,1.079167,0.073548,0.641421,0.004526,0.004820,-0.046635,0.186740,29.794060,5.958756,-0.240000,0.145020,0.100000,0.240000,0.145020,0.100000
5,1.083333,0.073522,0.641395,0.004514,0.004808,-0.047002,0.186714,29.794170,5.958755,-0.240000,0.145008,0.100000,0.240000,0.145008,0.100000
5,1.087500,0.073512,0.641386,0.004508,0.004804,-0.047353,0.186704,29.794240,5.958763,-0.240000,0.145004,0.100000,0.240000,0.145004,0.100000
5,1.091667,0.073503,0.641376,0.004497,0.004795,-0.047701,0.186695,29.794210,5.958756,-0.240000,0.144995,0.100000,0.240000,0.144995,0.100000
5,1.095833,0.073501,0.641375,0.004495,0.004795,-0.048039,0.186694,29.794080,5.958756,-0.240000,0.144995,0.100000,0.240000,0.144995,0.100000
5,1.100000,0.073500,0.641375,0.004500,0.004800,-0.048371,0.186693,29.793810,5.958756,-0.240000,0.145000,0.100000,0.240000,0.145000,0.100000
5,1.104167,0.073500,0.641371,0.004503,0.004806,-0.048701,0.186691,29.794780,5.958773,-0.240000,0.145006,0.099999,0.240000,0.145006,0.099999
5,1.108333,0.073500,0.641359,0.004494,0.004803,-0.049030,0.186688,29.797630,5.958829,-0.240000,0.145003,0.099997,0.240000,0.145003,0.099997
5,1.112500,0.073500,0.641345,0.004479,0.004796,-0.049358,0.186683,29.801160,5.958900,-0.240000,0.144996,0.099994,0.240000,0.144996,0.099994
5,1.116667,0.073500,0.641333,0.004463,0.004788,-0.049684,0.186679,29.804210,5.958959,-0.240000,0.144988,0.099991,0.240000,0.144988,0.099991
5,1.120833,0.073500,0.641327,0.004451,0.004780,-0.050006,0.186677,29.805610,5.958987,-0.240000,0.144981,0.099990,0.240000,0.144981,0.099990
5,1.125000,0.073500,0.641333,0.004449,0.004778,-0.050322,0.186679,29.804180,5.958946,-0.240000,0.144978,0.099990,0.240000,0.144978,0.099990
5,1.129167,0.073500,0.641355,0.004463,0.004783,-0.050632,0.186686,29.798750,5.958839,-0.240000,0.144984,0.099993,0.240000,0.144984,0.099993
5,1.133333,0.073500,0.641398,0.004500,0.004800,-0.050934,0.186700,29.788150,5.958627,-0.240000,0.145000,0.100000,0.240000,0.145000,0.100000
5,1.137500,0.073500,0.641450,0.004558,0.004808,-0.051230,0.186716,29.775290,5.958385,-0.240000,0.145008,0.100003,0.240000,0.145008,0.100003
5,1.141667,0.073500,0.641502,0.004632,0.004796,-0.051522,0.186733,29.762550,5.958141,-0.240000,0.144997,0.099998,0.240000,0.144997,0.099998
5,1.145833,0.073500,0.641562,0.004721,0.004780,-0.051808,0.186751,29.747910,5.957874,-0.240000,0.144981,0.099990,0.240000,0.144981,0.099990
5,1.150000,0.073500,0.641637,0.004823,0.004776,-0.052089,0.186775,29.729390,5.957519,-0.239999,0.144976,0.099988,0.239999,0.144976,0.099988
5,1.154167,0.073500,0.641736,0.004775,0.004797,-0.052364,0.186806,29.704980,5.957044,-0.239999,0.144997,0.099995,0.239999,0.144997,0.099995
5,1.158333,0.073500,0.641868,0.004667,0.004859,-0.052633,0.186847,29.672710,5.956391,-0.239999,0.145059,0.100020,0.239999,0.145059,0.100020
5,1.162500,0.073500,0.642039,0.004576,0.004978,-0.052894,0.186901,29.630540,5.955522,-0.240000,0.145178,0.100067,0.240000,0.145178,0.100067
5,1.166667,0.073500,0.642258,0.004500,0.005169,-0.053147,0.186971,29.576490,5.954397,-0.240000,0.145369,0.100143,0.240000,0.145369,0.100143
5,1.170833,0.073500,0.642516,0.004447,0.005411,-0.053394,0.187052,29.512770,5.953299,-0.240000,0.145611,0.100236,0.240000,0.145611,0.100236
5,1.175000,0.073500,0.642800,0.004420,0.005682,-0.053633,0.187143,29.442220,5.952396,-0.239999,0.145882,0.100336,0.239999,0.145882,0.100336
5,1.179167,0.073500,0.643116,0.004416,0.005993,-0.053867,0.187244,29.363810,5.951459,-0.239997,0.146193,0.100449,0.239997,0.146193,0.100449
5,1.183333,0.073500,0.643467,0.004426,0.006354,-0.054094,0.187356,29.276520,5.950274,-0.239995,0.146554,0.100582,0.239995,0.146554,0.100582
5,1.187500,0.073500,0.643856,0.004447,0.006778,-0.054314,0.187481,29.179280,5.948580,-0.239994,0.146978,0.100742,0.239994,0.146978,0.100742
5,1.191667,0.073500,0.644288,0.004470,0.007275,-0.054529,0.187620,29.071090,5.946149,-0.239995,0.147476,0.100935,0.239995,0.147476,0.100935
5,1.195833,0.073500,0.644766,0.004490,0.007859,-0.054736,0.187775,28.950880,5.942760,-0.239997,0.148059,0.101168,0.239997,0.148059,0.101168
5,1.200000,0.073500,0.645294,0.004500,0.008541,-0.054937,0.187929,28.817640,5.938202,-0.240000,0.148742,0.101446,0.240000,0.148742,0.101446
5,1.204167,0.073500,0.645869,0.004502,0.009322,-0.055132,0.188097,28.672030,5.932966,-0.240003,0.149523,0.101758,0.240003,0.149523,0.101758
5,1.208333,0.073500,0.646484,0.004502,0.010192,-0.055321,0.188279,28.515350,5.927552,-0.240002,0.150392,0.102090,0.240002,0.150392,0.102090
5,1.212500,0.073500,0.647140,0.004501,0.011149,-0.055505,0.188474,28.347430,5.921555,-0.240000,0.151350,0.102449,0.240000,0.151350,0.102449
5,1.216667,0.073500,0.647836,0.004500,0.012195,-0.055682,0.188682,28.168150,5.914643,-0.239997,0.152395,0.102838,0.239997,0.152395,0.102838
5,1.220833,0.073500,0.648572,0.004499,0.013328,-0.055853,0.188904,27.977400,5.906436,-0.239994,0.153528,0.103264,0.239994,0.153528,0.103264
5,1.225000,0.073500,0.649349,0.004499,0.014549,-0.056016,0.189141,27.775000,5.896581,-0.239993,0.154749,0.103732,0.239993,0.154749,0.103732
5,1.229167,0.073500,0.650164,0.004499,0.015858,-0.056172,0.189391,27.560850,5.884715,-0.239995,0.156058,0.104247,0.239995,0.156058,0.104247
5,1.233333,0.073500,0.651019,0.004500,0.017255,-0.056319,0.189657,27.334770,5.870465,-0.240000,0.157455,0.104814,0.240000,0.157455,0.104814
5,1.237500,0.073500,0.651914,0.004501,0.018757,-0.056459,0.189937,27.096210,5.854226,-0.240005,0.158957,0.105419,0.240005,0.158957,0.105419
5,1.241667,0.073500,0.652849,0.004501,0.020376,-0.056592,0.190234,26.844980,5.836495,-0.240007,0.160577,0.106048,0.240007,0.160576,0.106048
5,1.245833,0.073500,0.653820,0.004501,0.022106,-0.056717,0.190545,26.581670,5.817114,-0.240006,0.162306,0.106706,0.240006,0.162306,0.106706
5,1.250000,0.073500,0.654823,0.004501,0.023938,-0.056836,0.190872,26.306900,5.795893,-0.240003,0.164138,0.107395,0.240003,0.164138,0.107395
5,1.254167,0.073500,0.655857,0.004500,0.025866,-0.056947,0.189904,26.021210,5.772682,-0.240000,0.166066,0.108121,0.240000,0.166066,0.108121
5,1.258333,0.073500,0.656917,0.004500,0.027880,-0.057052,0.188357,25.725190,5.747287,-0.239997,0.168081,0.108888,0.239997,0.168081,0.108888
5,1.262500,0.073500,0.657999,0.004500,0.029973,-0.057149,0.186756,25.419430,5.719543,-0.239997,0.170173,0.109701,0.239997,0.170173,0.109701
5,1.266667,0.073500,0.659102,0.004500,0.032134,-0.057239,0.185104,25.104500,5.689259,-0.240000,0.172334,0.110564,0.240000,0.172335,0.110564
5,1.270833,0.073500,0.660228,0.004501,0.034388,-0.057322,0.183394,24.778800,5.656543,-0.240005,0.174588,0.111466,0.240005,0.174588,0.111466
5,1.275000,0.073500,0.661382,0.004501,0.036757,-0.057397,0.181619,24.441100,5.621578,-0.240006,0.176957,0.112391,0.240006,0.176957,0.112391
5,1.279167,0.073500,0.662557,0.004501,0.039231,-0.057464,0.179785,24.092520,5.584377,-0.240006,0.179431,0.113341,0.240006,0.179431,0.113341
5,1.283333,0.073500,0.663749,0.004501,0.041800,-0.057525,0.177899,23.734140,5.544926,-0.240004,0.182000,0.114317,0.240005,0.182000,0.114317
5,1.287500,0.073500,0.664952,0.004500,0.044452,-0.057580,0.175965,23.367120,5.503250,-0.240002,0.184652,0.115322,0.240002,0.184653,0.115322
5,1.291667,0.073500,0.666161,0.004500,0.047175,-0.057630,0.173991,22.992520,5.459332,-0.240000,0.187376,0.116359,0.240000,0.187376,0.116359
5,1.295833,0.073500,0.667373,0.004500,0.049957,-0.057674,0.171981,22.611460,5.413168,-0.239999,0.190157,0.117432,0.239999,0.190157,0.117432
5,1.300000,0.073500,0.668581,0.004500,0.052783,-0.057715,0.169942,22.225050,5.364758,-0.240000,0.192983,0.118545,0.240000,0.192983,0.118544
5,1.304167,0.073500,0.669794,0.004500,0.055678,-0.057749,0.167862,21.831030,5.313934,-0.240002,0.195878,0.119691,0.240003,0.195878,0.119691
5,1.308333,0.073500,0.671014,0.004500,0.058667,-0.057776,0.165731,21.427350,5.260649,-0.240004,0.198867,0.120859,0.240004,0.198867,0.120859
5,1.312500,0.073500,0.672237,0.004500,0.061739,-0.057798,0.163557,21.015500,5.205011,-0.240004,0.201939,0.122047,0.240004,0.201939,0.122047
5,1.316667,0.073500,0.673457,0.004500,0.064881,-0.057814,0.161348,20.596910,5.147168,-0.240003,0.205081,0.123252,0.240003,0.205081,0.123252
5,1.320833,0.073500,0.674668,0.004500,0.068080,-0.057827,0.159112,20.173020,5.087255,-0.240001,0.208281,0.124474,0.240001,0.208281,0.124473
5,1.325000,0.073500,0.675866,0.004500,0.071323,-0.057837,0.156856,19.745310,5.025427,-0.240000,0.211523,0.125712,0.240000,0.211523,0.125712
5,1.329167,0.073500,0.677045,0.004500,0.074595,-0.057846,0.154589,19.315180,4.961792,-0.239999,0.214796,0.126969,0.239999,0.214796,0.126968
5,1.333333,0.073500,0.678202,0.004500,0.077883,-0.057855,0.152318,18.884120,4.896495,-0.240000,0.218083,0.128245,0.240000,0.218083,0.128245
5,1.337500,0.073500,0.679343,0.004500,0.081207,-0.057863,0.150030,18.449500,4.829191,-0.240002,0.221407,0.129545,0.240002,0.221407,0.129545
5,1.341667,0.073500,0.680474,0.004500,0.084593,-0.057866,0.147712,18.008810,4.759590,-0.240002,0.224793,0.130867,0.240002,0.224793,0.130867
5,1.345833,0.073500,0.681590,0.004500,0.088028,-0.057868,0.145373,17.563650,4.687938,-0.240002,0.228228,0.132204,0.240002,0.228228,0.132203
5,1.350000,0.073500,0.682685,0.004500,0.091501,-0.057867,0.143022,17.115650,4.614456,-0.240001,0.231701,0.133548,0.240001,0.231701,0.133548
5,1.354167,0.073500,0.683756,0.004500,0.094998,-0.057865,0.140668,16.666360,4.539397,-0.240000,0.235198,0.134895,0.240000,0.235198,0.134895
5,1.358333,0.073500,0.684798,0.004500,0.098504,-0.057863,0.138319,16.217430,4.462984,-0.239999,0.238705,0.136240,0.239999,0.238705,0.136240
5,1.362500,0.073500,0.685808,0.004500,0.102006,-0.057862,0.135983,15.770440,4.385455,-0.239999,0.242206,0.137580,0.239999,0.242206,0.137580
5,1.366667,0.073500,0.686783,0.004500,0.105488,-0.057861,0.133670,15.326990,4.307043,-0.240000,0.245688,0.138913,0.240000,0.245688,0.138913
5,1.370833,0.073500,0.687729,0.004500,0.108970,-0.057862,0.131366,14.884430,4.227433,-0.240002,0.249170,0.140257,0.240002,0.249170,0.140257
5,1.375000,0.073500,0.688652,0.004500,0.112475,-0.057862,0.129057,14.440120,4.146270,-0.240003,0.252675,0.141622,0.240003,0.252675,0.141622
5,1.379167,0.073500,0.689548,0.004500,0.115992,-0.057862,0.126752,13.995580,4.063701,-0.240003,0.256192,0.142995,0.240003,0.256192,0.142995
5,1.383333,0.073500,0.690413,0.004500,0.119510,-0.057862,0.124458,13.552410,3.979902,-0.240003,0.259710,0.144368,0.240003,0.259710,0.144368
5,1.387500,0.073500,0.691246,0.004500,0.123016,-0.057861,0.122185,13.112170,3.895020,-0.240002,0.263216,0.145730,0.240002,0.263216,0.145730
5,1.391667,0.073500,0.692044,0.004500,0.126497,-0.057861,0.119940,12.676380,3.809246,-0.240001,0.266697,0.147073,0.240001,0.266697,0.147073
5,1.395833,0.073500,0.692804,0.004500,0.129939,-0.057861,0.117732,12.246660,3.722723,-0.240000,0.270139,0.148389,0.240000,0.270139,0.148389
5,1.400000,0.073500,0.693526,0.004500,0.133327,-0.057861,0.115567,11.824550,3.635623,-0.240000,0.273527,0.149672,0.240000,0.273527,0.149672
5,1.404167,0.073500,0.694215,0.004500,0.136677,-0.057861,0.113436,11.407680,3.548256,-0.240002,0.276877,0.150948,0.240002,0.276877,0.150948
5,1.408333,0.073500,0.694875,0.004500,0.140009,-0.057861,0.111324,10.993570,3.460564,-0.240004,0.280209,0.152239,0.240004,0.280209,0.152239
5,1.412500,0.073500,0.695504,0.004500,0.143315,-0.057861,0.109240,10.583540,3.372241,-0.240005,0.283514,0.153532,0.240005,0.283514,0.153532
5,1.416667,0.073500,0.696102,0.004500,0.146585,-0.057861,0.107188,10.178920,3.282939,-0.240006,0.286784,0.154815,0.240006,0.286784,0.154815
5,1.420833,0.073500,0.696668,0.004500,0.149809,-0.057861,0.105176,9.781035,3.192314,-0.240006,0.290009,0.156078,0.240006,0.290009,0.156078
5,1.425000,0.073500,0.697201,0.004500,0.152977,-0.057861,0.103211,9.391249,3.100044,-0.240004,0.293177,0.157308,0.240004,0.293177,0.157308
5,1.429167,0.073500,0.697699,0.004500,0.156077,-0.057861,0.101298,9.010887,3.005795,-0.240002,0.296277,0.158496,0.240002,0.296277,0.158496
5,1.433333,0.073500,0.698165,0.004500,0.159097,-0.057861,0.099444,8.641278,2.909229,-0.240000,0.299298,0.159632,0.240000,0.299298,0.159632
5,1.437500,0.073500,0.698600,0.004500,0.162046,-0.057861,0.097640,8.280668,2.809538,-0.240000,0.302246,0.160744,0.240000,0.302247,0.160744
5,1.441667,0.073500,0.699009,0.004500,0.164937,-0.057861,0.095877,7.927045,2.706721,-0.240002,0.305137,0.161858,0.240002,0.305137,0.161857
5,1.445833,0.073500,0.699391,0.004500,0.167765,-0.057861,0.094159,7.581326,2.601583,-0.240004,0.307965,0.162963,0.240004,0.307965,0.162963
5,1.450000,0.073500,0.699748,0.004500,0.170525,-0.057861,0.092491,7.244416,2.494937,-0.240007,0.310725,0.164050,0.240007,0.310725,0.164050
5,1.454167,0.073500,0.700079,0.004500,0.173212,-0.057861,0.090877,6.917226,2.387614,-0.240008,0.313412,0.165108,0.240008,0.313412,0.165108
5,1.458333,0.073500,0.700384,0.004500,0.175820,-0.057861,0.089322,6.600695,2.280443,-0.240008,0.316020,0.166126,0.240008,0.316020,0.166126
5,1.462500,0.073500,0.700665,0.004500,0.178340,-0.057861,0.087830,6.295732,2.174234,-0.240005,0.318540,0.167096,0.240005,0.318540,0.167096
5,1.466667,0.073500,0.700922,0.004500,0.180766,-0.057861,0.086404,6.003258,2.069821,-0.240000,0.320966,0.168007,0.240000,0.320967,0.168006
5,1.470833,0.073500,0.701158,0.004500,0.183098,-0.057861,0.085041,5.722447,1.965186,-0.239997,0.323298,0.168879,0.239997,0.323298,0.168879
5,1.475000,0.073500,0.701374,0.004500,0.185338,-0.057861,0.083733,5.452063,1.858651,-0.239997,0.325538,0.169738,0.239997,0.325538,0.169738
5,1.479167,0.073500,0.701571,0.004500,0.187488,-0.057861,0.082483,5.192420,1.751612,-0.239999,0.327689,0.170577,0.239999,0.327689,0.170577
5,1.483333,0.073500,0.701751,0.004500,0.189548,-0.057861,0.081291,4.943821,1.645449,-0.240003,0.329748,0.171388,0.240003,0.329748,0.171388
5,1.487500,0.073500,0.701915,0.004500,0.191516,-0.057861,0.080158,4.706586,1.541535,-0.240005,0.331716,0.172166,0.240006,0.331716,0.172166
5,1.491667,0.073500,0.702063,0.004500,0.193392,-0.057861,0.079086,4.481040,1.441259,-0.240007,0.333592,0.172903,0.240007,0.333592,0.172903
5,1.495833,0.073500,0.702197,0.004500,0.195176,-0.057861,0.078075,4.267491,1.345992,-0.240005,0.335376,0.173593,0.240005,0.335376,0.173593
5,1.500000,0.073500,0.702317,0.004500,0.196865,-0.057861,0.077126,4.066260,1.257125,-0.240000,0.337065,0.174228,0.240000,0.337065,0.174228
5,1.504167,0.073500,0.702424,0.004500,0.198450,-0.057861,0.076240,3.877740,1.173484,-0.239995,0.338651,0.174820,0.239995,0.338650,0.174819
5,1.508333,0.073500,0.702519,0.004500,0.199926,-0.057861,0.075417,3.701797,1.093260,-0.239994,0.340126,0.175382,0.239994,0.340126,0.175382
5,1.512500,0.073500,0.702604,0.004500,0.201298,-0.057861,0.074652,3.537951,1.016854,-0.239995,0.341498,0.175915,0.239995,0.341498,0.175915
5,1.516667,0.073500,0.702680,0.004500,0.202571,-0.057861,0.073945,3.385739,0.944674,-0.239997,0.342771,0.176416,0.239997,0.342771,0.176416
5,1.520833,0.073500,0.702746,0.004500,0.203751,-0.057861,0.073291,3.244671,0.877138,-0.240000,0.343952,0.176883,0.240000,0.343952,0.176883
5,1.525000,0.073500,0.702806,0.004500,0.204844,-0.057861,0.072689,3.114284,0.814627,-0.240002,0.345044,0.177315,0.240002,0.345044,0.177315
5,1.529167,0.073500,0.702858,0.004500,0.205855,-0.057861,0.072135,2.994115,0.757576,-0.240003,0.346055,0.177710,0.240003,0.346055,0.177710
5,1.533333,0.073500,0.702905,0.004500,0.206789,-0.057861,0.071627,2.883676,0.706386,-0.240000,0.346989,0.178064,0.240000,0.346989,0.178063
5,1.537500,0.073500,0.702945,0.004500,0.207627,-0.057861,0.071173,2.784908,0.661791,-0.239997,0.347827,0.178377,0.239997,0.347828,0.178376
5,1.541667,0.073500,0.702978,0.004500,0.208355,-0.057861,0.070779,2.699066,0.623763,-0.239995,0.348555,0.178652,0.239995,0.348555,0.178652
5,1.545833,0.073500,0.703007,0.004500,0.208984,-0.057861,0.070439,2.624720,0.591453,-0.239995,0.349184,0.178895,0.239995,0.349184,0.178895
5,1.550000,0.073500,0.703031,0.004500,0.209526,-0.057861,0.070144,2.560414,0.564057,-0.239996,0.349727,0.179108,0.239996,0.349727,0.179108
5,1.554167,0.073500,0.703051,0.004500,0.209996,-0.057861,0.069890,2.504697,0.540735,-0.239998,0.350196,0.179295,0.239998,0.350196,0.179295
5,1.558333,0.073500,0.703068,0.004500,0.210405,-0.057861,0.069668,2.456112,0.520660,-0.239999,0.350606,0.179458,0.239999,0.350606,0.179458
5,1.562500,0.073500,0.703083,0.004500,0.210767,-0.057861,0.069472,2.413247,0.503018,-0.240000,0.350968,0.179602,0.240000,0.350968,0.179602
5,1.566667,0.073500,0.703096,0.004500,0.211095,-0.057861,0.069296,2.374610,0.486994,-0.240000,0.351296,0.179728,0.240000,0.351296,0.179728
5,1.570833,0.073500,0.703107,0.004500,0.211357,-0.057861,0.069156,2.343868,0.474286,-0.239999,0.351558,0.179827,0.239999,0.351558,0.179826
5,1.575000,0.073500,0.703113,0.004500,0.211527,-0.057861,0.069065,2.323950,0.466418,-0.239999,0.351727,0.179891,0.239999,0.351727,0.179891
5,1.579167,0.073500,0.703117,0.004500,0.211626,-0.057861,0.069012,2.312340,0.462293,-0.239999,0.351826,0.179929,0.239999,0.351826,0.179929
5,1.583333,0.073500,0.703119,0.004500,0.211675,-0.057861,0.068985,2.306577,0.460756,-0.239999,0.351875,0.179948,0.239999,0.351875,0.179948
5,1.587500,0.073500,0.703120,0.004500,0.211696,-0.057861,0.068974,2.304142,0.460715,-0.239999,0.351896,0.179957,0.239999,0.351896,0.179957
5,1.591667,0.073500,0.703120,0.004500,0.211709,-0.057861,0.068966,2.302533,0.461049,-0.240000,0.351909,0.179964,0.240000,0.351909,0.179964
5,1.595833,0.073500,0.703122,0.004500,0.211737,-0.057861,0.068951,2.299264,0.460636,-0.240000,0.351937,0.179975,0.240000,0.351937,0.179975
5,1.600000,0.073500,0.703124,0.004500,0.211800,-0.057861,0.068917,2.291835,0.458355,-0.240000,0.352000,0.180000,0.240000,0.352000,0.180000
6,0.000000,0.073500,0.703124,0.004500,0.211800,-0.057861,0.068917,2.291835,0.458355,-0.240000,0.352000,0.180000,0.240000,0.352000,0.180000
6,0.004167,0.073500,0.703117,0.004500,0.211659,-0.057864,0.069019,2.313829,0.458799,-0.240000,0.351859,0.179963,0.240000,0.351859,0.179963
6,0.008333,0.073500,0.703113,0.004500,0.211592,-0.057866,0.069069,2.324558,0.459024,-0.239998,0.351792,0.179941,0.239998,0.351792,0.179941
6,0.012500,0.073500,0.703111,0.004500,0.211555,-0.057866,0.069098,2.330779,0.459147,-0.239997,0.351755,0.179913,0.239997,0.351755,0.179913
6,0.016667,0.073500,0.703108,0.004500,0.211502,-0.057867,0.069138,2.339250,0.459311,-0.239995,0.351703,0.179883,0.239996,0.351703,0.179883
6,0.020833,0.073500,0.703102,0.004500,0.211391,-0.057870,0.069219,2.356745,0.459670,-0.239995,0.351591,0.179819,0.239995,0.351591,0.179819
6,0.025000,0.073500,0.703091,0.004500,0.211176,-0.057874,0.069374,2.390012,0.460339,-0.239995,0.351376,0.179734,0.239995,0.351376,0.179734
6,0.029167,0.073500,0.703072,0.004500,0.210813,-0.057882,0.069633,2.445817,0.461445,-0.239997,0.351013,0.179589,0.239997,0.351013,0.179589
6,0.033333,0.073500,0.703041,0.004500,0.210257,-0.057894,0.070029,2.530914,0.463157,-0.240000,0.350458,0.179404,0.240000,0.350458,0.179404
6,0.037500,0.073500,0.703002,0.004500,0.209559,-0.057910,0.070531,2.638766,0.465025,-0.240001,0.349759,0.179141,0.240002,0.349759,0.179141
6,0.041667,0.073500,0.702955,0.004501,0.208782,-0.057927,0.071096,2.760125,0.466732,-0.239999,0.348982,0.178844,0.239999,0.348982,0.178844
6,0.045833,0.073500,0.702899,0.004503,0.207904,-0.057946,0.071737,2.897720,0.468607,-0.239995,0.348104,0.178474,0.239995,0.348104,0.178474
6,0.050000,0.073500,0.702832,0.004504,0.206904,-0.057968,0.072467,3.054221,0.470933,-0.239991,0.347104,0.178075,0.239991,0.347104,0.178075
6,0.054167,0.073500,0.702752,0.004505,0.205762,-0.057993,0.073298,3.232392,0.474034,-0.239988,0.345962,0.177603,0.239988,0.345962,0.177603
6,0.058333,0.073500,0.702656,0.004504,0.204455,-0.058022,0.074244,3.434915,0.478203,-0.239987,0.344656,0.177105,0.239987,0.344656,0.177105
6,0.062500,0.073500,0.702539,0.004503,0.202965,-0.058056,0.075317,3.664513,0.483763,-0.239991,0.343165,0.176530,0.239991,0.343165,0.176530
6,0.066667,0.073500,0.702398,0.004500,0.201271,-0.058094,0.076531,3.923922,0.491003,-0.240000,0.341471,0.175931,0.240000,0.341471,0.175931
6,0.070833,0.073500,0.702230,0.004501,0.199391,-0.058137,0.077883,4.212645,0.498684,-0.240008,0.339591,0.175224,0.240009,0.339591,0.175224
6,0.075000,0.073500,0.702033,0.004507,0.197359,-0.058183,0.079362,4.527914,0.505965,-0.240011,0.337559,0.174448,0.240011,0.337559,0.174447
6,0.079167,0.073500,0.701804,0.004515,0.195172,-0.058232,0.080965,4.868952,0.513789,-0.240010,0.335372,0.173560,0.240010,0.335372,0.173560
6,0.083333,0.073500,0.701540,0.004521,0.192826,-0.058286,0.082687,5.235016,0.523106,-0.240005,0.333027,0.172631,0.240005,0.333027,0.172631
6,0.087500,0.073506,0.701243,0.004526,0.190326,-0.058339,0.084533,5.625353,0.534857,-0.240000,0.330526,0.171617,0.240000,0.330526,0.171617
6,0.091667,0.073512,0.700904,0.004522,0.187660,-0.058396,0.086492,6.039221,0.550007,-0.239995,0.327861,0.170589,0.239995,0.327861,0.170589
6,0.095833,0.073535,0.700536,0.004520,0.184841,-0.058443,0.088581,6.475905,0.569476,-0.239994,0.325042,0.169502,0.239995,0.325042,0.169502
6,0.100000,0.073558,0.700119,0.004500,0.181846,-0.058495,0.090778,6.934675,0.594253,-0.240000,0.322047,0.168424,0.240000,0.322047,0.168424
6,0.104167,0.073606,0.699671,0.004492,0.178688,-0.058528,0.093130,7.419635,0.623367,-0.240009,0.318888,0.167250,0.240009,0.318888,0.167250
6,0.108333,0.073655,0.699157,0.004476,0.175345,-0.058565,0.095624,7.933208,0.655504,-0.240015,0.315545,0.165992,0.240015,0.315545,0.165992
6,0.112500,0.073735,0.698606,0.004482,0.171869,-0.058576,0.098278,8.472232,0.691083,-0.240018,0.312069,0.164616,0.240018,0.312069,0.164616
6,0.116667,0.073816,0.697986,0.004475,0.168246,-0.058592,0.101045,9.033529,0.730504,-0.240018,0.308446,0.163195,0.240018,0.308446,0.163195
6,0.120833,0.073932,0.697331,0.004490,0.164527,-0.058577,0.103947,9.613971,0.774194,-0.240014,0.304727,0.161700,0.240014,0.304727,0.161700
6,0.125000,0.074048,0.696605,0.004488,0.160691,-0.058568,0.106934,10.210400,0.822557,-0.240008,0.300891,0.160202,0.240008,0.300891,0.160202
