mode,time,phase,pelvis,head,pelvis_velocity,head_velocity,pelvis_acceleration,head_acceleration,source_pelvis,reach_drop,safety_drop,left_planted,right_planted
authored,0.312500,0.426136,0.4372543,1.0548910,-0.455875,-0.459194,15.9474,15.9714,0.4372543,0.0000000,0.0000000,0,0
authored,0.316667,0.431818,0.4353548,1.0529790,-0.455868,-0.458965,0.0017,0.0549,0.4353548,0.0000000,0.0000000,0,0
authored,0.320833,0.437500,0.4337709,1.0513830,-0.380130,-0.383091,18.1772,18.2098,0.4337709,0.0000000,0.0000000,0,0
authored,0.325000,0.443182,0.4321871,1.0497870,-0.380130,-0.382891,0.0000,0.0481,0.4321871,0.0000000,0.0000000,0,0
authored,0.329167,0.448864,0.4309510,1.0485410,-0.296659,-0.299149,20.0329,20.0981,0.4309510,0.0000000,0.0000000,0,0
authored,0.333333,0.454545,0.4297149,1.0472950,-0.296667,-0.298920,-0.0017,0.0549,0.4297149,0.0000000,0.0000000,0,0
authored,0.337500,0.460227,0.4288517,1.0464240,-0.207152,-0.209198,21.4834,21.5332,0.4288517,0.0000000,0.0000000,0,0
authored,0.341667,0.465909,0.4279886,1.0455530,-0.207145,-0.208941,0.0017,0.0618,0.4279886,0.0000000,0.0000000,0,0
authored,0.345833,0.471591,0.4275160,1.0450740,-0.113425,-0.114985,22.4928,22.5494,0.4275160,0.0000000,0.0000000,0,0
authored,0.350000,0.477273,0.4270435,1.0445960,-0.113411,-0.114670,0.0034,0.0755,0.4270435,0.0000000,0.0000000,0,0
authored,0.354167,0.482955,0.4269710,1.0445200,-0.017395,-0.018339,23.0438,23.1194,0.4269710,0.0000000,0.0000000,0,0
authored,0.358333,0.488636,0.4268986,1.0444440,-0.017374,-0.018110,0.0051,0.0549,0.4268986,0.0000000,0.0000000,0,0
authored,0.362500,0.494318,0.4272278,1.0447710,0.079014,0.078535,23.1331,23.1949,0.4272278,0.0000000,0.0000000,0,0
authored,0.366667,0.500000,0.4275570,1.0451000,0.079007,0.078821,-0.0017,0.0687,0.4275570,0.0000000,0.0000000,0,0
authored,0.370833,0.505682,0.4282812,1.0458250,0.173800,0.173979,22.7503,22.8378,0.4282812,0.0000000,0.0000000,0,0
authored,0.375000,0.511364,0.4290053,1.0465510,0.173786,0.174265,-0.0034,0.0687,0.4290053,0.0000000,0.0000000,0,0
authored,0.379167,0.517045,0.4301096,1.0476580,0.265045,0.265760,21.9023,21.9589,0.4301096,0.0000000,0.0000000,0,0
authored,0.383333,0.522727,0.4312140,1.0487660,0.265038,0.265989,-0.0017,0.0549,0.4312140,0.0000000,0.0000000,0,0
authored,0.387500,0.528409,0.4326760,1.0502340,0.350897,0.352192,20.6062,20.6886,0.4326760,0.0000000,0.0000000,0,0
authored,0.391667,0.534091,0.4341381,1.0517020,0.350890,0.352449,-0.0017,0.0618,0.4341381,0.0000000,0.0000000,0,0
authored,0.395833,0.539773,0.4359281,1.0535000,0.429597,0.431356,18.8896,18.9377,0.4359281,0.0000000,0.0000000,0,0
authored,0.400000,0.545455,0.4377181,1.0552980,0.429604,0.431671,0.0017,0.0755,0.4377181,0.0000000,0.0000000,0,0
authored,0.404167,0.551136,0.4397996,1.0573890,0.499563,0.501795,16.7902,16.8297,0.4397996,0.0000000,0.0000000,0,0
authored,0.408333,0.556818,0.4418811,1.0594810,0.499556,0.502081,-0.0017,0.0687,0.4418811,0.0000000,0.0000000,0,0
authored,0.412500,0.562500,0.4442117,1.0618230,0.559344,0.562105,14.3492,14.4058,0.4442117,0.0000000,0.0000000,0,0
authored,0.416667,0.568182,0.4465423,1.0641660,0.559351,0.562277,0.0017,0.0412,0.4465423,0.0000000,0.0000000,0,0
authored,0.420833,0.573864,0.4490746,1.0667120,0.607753,0.610914,11.6163,11.6730,0.4490746,0.0000000,0.0000000,0,0
authored,0.425000,0.579545,0.4516069,1.0692570,0.607746,0.611000,-0.0017,0.0206,0.4516069,0.0000000,0.0000000,0,0
authored,0.429167,0.585227,0.4542894,1.0719540,0.643795,0.647221,8.6517,8.6929,0.4542894,0.0000000,0.0000000,0,0
authored,0.433333,0.590909,0.4569718,1.0746520,0.643787,0.647364,-0.0017,0.0343,0.4569718,0.0000000,0.0000000,0,0
authored,0.437500,0.596591,0.4597498,1.0774450,0.666718,0.670338,5.5035,5.5138,0.4597498,0.0000000,0.0000000,0,0
authored,0.441667,0.602273,0.4625278,1.0802390,0.666711,0.670567,-0.0017,0.0549,0.4625278,0.0000000,0.0000000,0,0
authored,0.445833,0.607955,0.4653448,1.0830720,0.676081,0.679979,2.2488,2.2591,0.4653448,0.0000000,0.0000000,0,0
authored,0.450000,0.613636,0.4681618,1.0859050,0.676074,0.680037,-0.0017,0.0137,0.4681618,0.0000000,0.0000000,0,0
authored,0.454167,0.619318,0.4709603,1.0887210,0.671661,0.675688,-1.0592,-1.0437,0.4709603,0.0000000,0.0000000,0,0
authored,0.458333,0.625000,0.4737589,1.0915360,0.671654,0.675659,-0.0017,-0.0069,0.4737589,0.0000000,0.0000000,0,0
authored,0.462500,0.630682,0.4764822,1.0942760,0.653594,0.657578,-4.3345,-4.3396,0.4764822,0.0000000,0.0000000,0,0
authored,0.466667,0.636364,0.4792055,1.0970160,0.653586,0.657520,-0.0017,-0.0137,0.4792055,0.0000000,0.0000000,0,0
authored,0.470833,0.642045,0.4817980,1.0996250,0.622194,0.626163,-7.5342,-7.5256,0.4817980,0.0000000,0.0000000,0,0
authored,0.475000,0.647727,0.4843905,1.1022330,0.622201,0.626020,0.0017,-0.0343,0.4843905,0.0000000,0.0000000,0,0
authored,0.479167,0.653409,0.4867994,1.1046580,0.578141,0.581989,-10.5743,-10.5675,0.4867994,0.0000000,0.0000000,0,0
authored,0.483333,0.659091,0.4892083,1.1070820,0.578141,0.581875,0.0000,-0.0275,0.4892083,0.0000000,0.0000000,0,0
authored,0.487500,0.664773,0.4913847,1.1092740,0.522323,0.525885,-13.3964,-13.4376,0.4913847,0.0000000,0.0000000,0,0
authored,0.491667,0.670455,0.4935611,1.1114650,0.522337,0.525799,0.0034,-0.0206,0.4935611,0.0000000,0.0000000,0,0
authored,0.495833,0.676136,0.4954605,1.1133780,0.455875,0.459166,-15.9508,-15.9920,0.4954605,0.0000000,0.0000000,0,0
authored,0.500000,0.681818,0.4973600,1.1152900,0.455861,0.458937,-0.0034,-0.0549,0.4973600,0.0000000,0.0000000,0,0
authored,0.504167,0.687500,0.4989438,1.1168860,0.380130,0.383062,-18.1755,-18.2098,0.4989438,0.0000000,0.0000000,0,0
authored,0.508333,0.693182,0.5005277,1.1184810,0.380123,0.382862,-0.0017,-0.0481,0.5005277,0.0000000,0.0000000,0,0
authored,0.512500,0.698864,0.5017638,1.1197280,0.296659,0.299177,-20.0312,-20.0844,0.5017638,0.0000000,0.0000000,0,0
authored,0.516667,0.704545,0.5029998,1.1209740,0.296659,0.298977,0.0000,-0.0481,0.5029998,0.0000000,0.0000000,0,0
authored,0.520833,0.710227,0.5038630,1.1218450,0.207167,0.209198,-21.4783,-21.5469,0.5038630,0.0000000,0.0000000,0,0
authored,0.525000,0.715909,0.5047261,1.1227160,0.207138,0.208912,-0.0069,-0.0687,0.5047261,0.0000000,0.0000000,0,0
authored,0.529167,0.721591,0.5051987,1.1231950,0.113425,0.114956,-22.4911,-22.5494,0.5051987,0.0000000,0.0000000,0,0
authored,0.533333,0.727273,0.5056713,1.1236720,0.113411,0.114670,-0.0034,-0.0687,0.5056713,0.0000000,0.0000000,0,0
authored,0.537500,0.732955,0.5057437,1.1237490,0.017381,0.018368,-23.0473,-23.1125,0.5057437,0.0000000,0.0000000,0,0
authored,0.541667,0.738636,0.5058161,1.1238240,0.017381,0.018082,0.0000,-0.0687,0.5058161,0.0000000,0.0000000,0,0
authored,0.545833,0.744318,0.5054869,1.1234970,-0.079007,-0.078564,-23.1331,-23.1949,0.5054869,0.0000000,0.0000000,0,0
authored,0.550000,0.750000,0.5051577,1.1231680,-0.079007,-0.078850,0.0000,-0.0687,0.5051577,0.0000000,0.0000000,0,0
authored,0.554167,0.755682,0.5044335,1.1224440,-0.173807,-0.173950,-22.7520,-22.8241,0.5044335,0.0000000,0.0000000,0,0
authored,0.558333,0.761364,0.5037094,1.1217180,-0.173793,-0.174236,0.0034,-0.0687,0.5037094,0.0000000,0.0000000,0,0
authored,0.562500,0.767045,0.5026050,1.1206100,-0.265045,-0.265760,-21.9006,-21.9658,0.5026050,0.0000000,0.0000000,0,0
authored,0.566667,0.772727,0.5015007,1.1195020,-0.265031,-0.266018,0.0034,-0.0618,0.5015007,0.0000000,0.0000000,0,0
authored,0.570833,0.778409,0.5000387,1.1180350,-0.350890,-0.352163,-20.6062,-20.6749,0.5000387,0.0000000,0.0000000,0,0
authored,0.575000,0.784091,0.4985766,1.1165660,-0.350897,-0.352392,-0.0017,-0.0549,0.4985766,0.0000000,0.0000000,0,0
authored,0.579167,0.789773,0.4967867,1.1147690,-0.429583,-0.431385,-18.8845,-18.9583,0.4967867,0.0000000,0.0000000,0,0
authored,0.583333,0.795455,0.4949967,1.1129700,-0.429597,-0.431643,-0.0034,-0.0618,0.4949967,0.0000000,0.0000000,0,0
authored,0.587500,0.801136,0.4929152,1.1108790,-0.499549,-0.501852,-16.7885,-16.8503,0.4929152,0.0000000,0.0000000,0,0
authored,0.591667,0.806818,0.4908337,1.1087870,-0.499563,-0.502138,-0.0034,-0.0687,0.4908337,0.0000000,0.0000000,0,0
authored,0.595833,0.812500,0.4885031,1.1064450,-0.559344,-0.562019,-14.3475,-14.3715,0.4885031,0.0000000,0.0000000,0,0
authored,0.600000,0.818182,0.4861725,1.1041020,-0.559359,-0.562277,-0.0034,-0.0618,0.4861725,0.0000000,0.0000000,0,0
authored,0.604167,0.823864,0.4836402,1.1015570,-0.607753,-0.610828,-11.6146,-11.6524,0.4836402,0.0000000,0.0000000,0,0
authored,0.608333,0.829545,0.4811079,1.0990110,-0.607753,-0.611029,0.0000,-0.0481,0.4811079,0.0000000,0.0000000,0,0
authored,0.612500,0.835227,0.4784254,1.0963140,-0.643802,-0.647278,-8.6517,-8.6998,0.4784254,0.0000000,0.0000000,0,0
authored,0.616667,0.840909,0.4757429,1.0936170,-0.643787,-0.647364,0.0034,-0.0206,0.4757429,0.0000000,0.0000000,0,0
authored,0.620833,0.846591,0.4729650,1.0908240,-0.666704,-0.670452,-5.5000,-5.5412,0.4729650,0.0000000,0.0000000,0,0
authored,0.625000,0.852273,0.4701869,1.0880300,-0.666733,-0.670538,-0.0069,-0.0206,0.4701869,0.0000000,0.0000000,0,0
authored,0.629167,0.857955,0.4673699,1.0851960,-0.676074,-0.679951,-2.2419,-2.2591,0.4673699,0.0000000,0.0000000,0,0
authored,0.633333,0.863636,0.4645530,1.0823630,-0.676074,-0.680008,0.0000,-0.0137,0.4645530,0.0000000,0.0000000,0,0
authored,0.637500,0.869318,0.4617544,1.0795480,-0.671668,-0.675602,1.0574,1.0574,0.4617544,0.0000000,0.0000000,0,0
authored,0.641667,0.875000,0.4589557,1.0767330,-0.671668,-0.675659,0.0000,-0.0137,0.4589557,0.0000000,0.0000000,0,0
authored,0.645833,0.880682,0.4562325,1.0739930,-0.653579,-0.657578,4.3413,4.3396,0.4562325,0.0000000,0.0000000,0,0
authored,0.650000,0.886364,0.4535092,1.0712530,-0.653586,-0.657606,-0.0017,-0.0069,0.4535092,0.0000000,0.0000000,0,0
authored,0.654167,0.892045,0.4509168,1.0686440,-0.622179,-0.626135,7.5377,7.5531,0.4509168,0.0000000,0.0000000,0,0
authored,0.658333,0.897727,0.4483243,1.0660350,-0.622194,-0.626135,-0.0034,0.0000,0.4483243,0.0000000,0.0000000,0,0
authored,0.662500,0.903409,0.4459154,1.0636100,-0.578141,-0.581961,10.5726,10.6018,0.4459154,0.0000000,0.0000000,0,0
authored,0.666667,0.909091,0.4435064,1.0611860,-0.578163,-0.581789,-0.0051,0.0412,0.4435064,0.0000000,0.0000000,0,0
authored,0.670833,0.914773,0.4413300,1.0589950,-0.522323,-0.525885,13.4016,13.4170,0.4413300,0.0000000,0.0000000,0,0
authored,0.675000,0.920455,0.4391537,1.0568040,-0.522330,-0.525742,-0.0017,0.0343,0.4391537,0.0000000,0.0000000,0,0
authored,0.679167,0.926136,0.4372543,1.0548910,-0.455861,-0.459194,15.9525,15.9714,0.4372543,0.0000000,0.0000000,0,0
authored,0.683333,0.931818,0.4353548,1.0529790,-0.455868,-0.458965,-0.0017,0.0549,0.4353548,0.0000000,0.0000000,0,0
authored,0.687500,0.937500,0.4337709,1.0513830,-0.380130,-0.383091,18.1772,18.2098,0.4337709,0.0000000,0.0000000,0,0
authored,0.691667,0.943182,0.4321871,1.0497870,-0.380130,-0.382891,0.0000,0.0481,0.4321871,0.0000000,0.0000000,0,0
authored,0.695833,0.948864,0.4309510,1.0485410,-0.296659,-0.299149,20.0329,20.0981,0.4309510,0.0000000,0.0000000,0,0
authored,0.700000,0.954545,0.4297149,1.0472950,-0.296667,-0.298920,-0.0017,0.0549,0.4297149,0.0000000,0.0000000,0,0
authored,0.704167,0.960227,0.4288517,1.0464240,-0.207152,-0.209112,21.4834,21.5538,0.4288517,0.0000000,0.0000000,0,0
authored,0.708333,0.965909,0.4279886,1.0455550,-0.207145,-0.208597,0.0017,0.1236,0.4279886,0.0000000,0.0000000,0,0
authored,0.712500,0.971591,0.4275160,1.0450770,-0.113425,-0.114584,22.4928,22.5632,0.4275160,0.0000000,0.0000000,0,0
authored,0.716667,0.977273,0.4270435,1.0446010,-0.113411,-0.114355,0.0034,0.0549,0.4270435,0.0000000,0.0000000,0,0
authored,0.720833,0.982955,0.4269710,1.0445250,-0.017395,-0.018196,23.0438,23.0782,0.4269710,0.0000000,0.0000000,0,0
authored,0.725000,0.988636,0.4268986,1.0444490,-0.017374,-0.018167,0.0051,0.0069,0.4268986,0.0000000,0.0000000,0,0
authored,0.729167,0.994318,0.4272278,1.0447750,0.079014,0.078163,23.1331,23.1194,0.4272278,0.0000000,0.0000000,0,0
authored,0.733333,0.000000,0.4275570,1.0451000,0.079007,0.077963,-0.0017,-0.0481,0.4275570,0.0000000,0.0000000,0,0
authored,0.737500,0.005682,0.4282812,1.0458280,0.173800,0.174866,22.7503,23.2567,0.4282812,0.0000000,0.0000000,0,0
authored,0.741667,0.011364,0.4290053,1.0465560,0.173786,0.174608,-0.0034,-0.0618,0.4290053,0.0000000,0.0000000,0,0
authored,0.745833,0.017045,0.4301096,1.0476640,0.265045,0.265846,21.9023,21.8971,0.4301096,0.0000000,0.0000000,0,0
authored,0.750000,0.022727,0.4312140,1.0487710,0.265038,0.265818,-0.0017,-0.0069,0.4312140,0.0000000,0.0000000,0,0
authored,0.754167,0.028409,0.4326760,1.0502370,0.350897,0.351849,20.6062,20.6474,0.4326760,0.0000000,0.0000000,0,0
authored,0.758333,0.034091,0.4341381,1.0517040,0.350890,0.352049,-0.0017,0.0481,0.4341381,0.0000000,0.0000000,0,0
authored,0.762500,0.039773,0.4359281,1.0535000,0.429597,0.431070,18.8896,18.9652,0.4359281,0.0000000,0.0000000,0,0
authored,0.766667,0.045455,0.4377180,1.0552980,0.429590,0.431500,-0.0017,0.1030,0.4377180,0.0000000,0.0000000,0,0
authored,0.770833,0.051136,0.4397995,1.0573890,0.499563,0.501823,16.7936,16.8778,0.4397995,0.0000000,0.0000000,0,0
authored,0.775000,0.056818,0.4418811,1.0594810,0.499563,0.502110,0.0000,0.0687,0.4418811,0.0000000,0.0000000,0,0
authored,0.779167,0.062500,0.4442117,1.0618230,0.559351,0.562105,14.3492,14.3990,0.4442117,0.0000000,0.0000000,0,0
authored,0.783333,0.068182,0.4465423,1.0641660,0.559337,0.562277,-0.0034,0.0412,0.4465423,0.0000000,0.0000000,0,0
authored,0.787500,0.073864,0.4490746,1.0667110,0.607760,0.610857,11.6215,11.6592,0.4490746,0.0000000,0.0000000,0,0
authored,0.791667,0.079545,0.4516069,1.0692570,0.607753,0.611057,-0.0017,0.0481,0.4516069,0.0000000,0.0000000,0,0
authored,0.795833,0.085227,0.4542894,1.0719540,0.643795,0.647221,8.6500,8.6792,0.4542894,0.0000000,0.0000000,0,0
authored,0.800000,0.090909,0.4569718,1.0746520,0.643787,0.647364,-0.0017,0.0343,0.4569718,0.0000000,0.0000000,0,0
authored,0.804167,0.096591,0.4597498,1.0774450,0.666718,0.670338,5.5035,5.5138,0.4597498,0.0000000,0.0000000,0,0
authored,0.808333,0.102273,0.4625278,1.0802390,0.666711,0.670567,-0.0017,0.0549,0.4625278,0.0000000,0.0000000,0,0
authored,0.812500,0.107955,0.4653448,1.0830720,0.676074,0.679951,2.2470,2.2522,0.4653448,0.0000000,0.0000000,0,0
authored,0.816667,0.113636,0.4681617,1.0859050,0.676074,0.680065,0.0000,0.0275,0.4681617,0.0000000,0.0000000,0,0
authored,0.820833,0.119318,0.4709603,1.0887210,0.671668,0.675688,-1.0574,-1.0506,0.4709603,0.0000000,0.0000000,0,0
authored,0.825000,0.125000,0.4737589,1.0915360,0.671654,0.675659,-0.0034,-0.0069,0.4737589,0.0000000,0.0000000,0,0
authored,0.829167,0.130682,0.4764822,1.0942760,0.653594,0.657578,-4.3345,-4.3396,0.4764822,0.0000000,0.0000000,0,0
authored,0.833333,0.136364,0.4792055,1.0970160,0.653586,0.657520,-0.0017,-0.0137,0.4792055,0.0000000,0.0000000,0,0
