time,state,pelvisY,headY,pelvisVelocity,headVelocity,forwardSpeed
0.925000,Walking,0.5068047,1.1365350,-0.2225590,-0.2231598,1.1500000
0.929167,Walking,0.5058325,1.1355600,-0.2333307,-0.2340889,1.1500000
0.933333,Walking,0.5048603,1.1345840,-0.2333164,-0.2340603,1.1500000
0.937500,Walking,0.5038881,1.1336100,-0.2333307,-0.2339172,1.1500000
0.941667,Walking,0.5029158,1.1326360,-0.2333593,-0.2336884,1.1500000
0.945833,Walking,0.5019436,1.1316640,-0.2333307,-0.2332878,1.1500000
0.950000,Walking,0.5009713,1.1306940,-0.2333450,-0.2328587,1.1500000
0.954167,Walking,0.4999993,1.1297270,-0.2332807,-0.2321434,1.1500000
0.958333,Walking,0.5009713,1.1307050,0.2332807,0.2348614,1.1500000
0.962500,Walking,0.5019436,1.1316860,0.2333450,0.2353191,1.1500000
0.966667,Walking,0.5029158,1.1326680,0.2333307,0.2356625,1.1500000
0.970833,Walking,0.5038880,1.1336510,0.2333307,0.2360058,1.1500000
0.975000,Walking,0.5048603,1.1346360,0.2333593,0.2363777,1.1500000
0.979167,Walking,0.5058325,1.1356220,0.2333164,0.2366638,1.1500000
0.983333,Walking,0.5068047,1.1366090,0.2333307,0.2369499,1.1500000
0.987500,Walking,0.5077769,1.1375980,0.2333307,0.2372360,1.1500000
0.991667,Walking,0.5095825,1.1394210,0.4333448,0.4375362,1.1500000
0.995833,Walking,0.5113881,1.1412450,0.4333448,0.4379082,1.1500000
1.000000,Walking,0.5131937,1.1430700,0.4333305,0.4379940,1.1500000
1.004167,Walking,0.5149992,1.1448940,0.4333162,0.4377937,1.1500000
1.008333,Walking,0.5168048,1.1467180,0.4333448,0.4375648,1.1500000
1.012500,Walking,0.5186103,1.1485390,0.4333305,0.4371357,1.1500000
1.016667,Walking,0.5204158,1.1503590,0.4333305,0.4367065,1.1500000
1.020833,Walking,0.5222214,1.1521760,0.4333448,0.4362202,1.1500000
1.025000,Walking,0.5231937,1.1531590,0.2333307,0.2358055,1.1500000
1.029167,Walking,0.5241659,1.1541400,0.2333307,0.2355194,1.1500000
1.033333,Walking,0.5251380,1.1551200,0.2333164,0.2352047,1.1500000
1.037500,Walking,0.5261102,1.1560990,0.2333307,0.2348614,1.1500000
1.041667,Walking,0.5270824,1.1570760,0.2333307,0.2345467,1.1500000
1.045833,Walking,0.5280547,1.1580520,0.2333307,0.2341747,1.1500000
1.050000,Walking,0.5290270,1.1590260,0.2333736,0.2339172,1.1500000
1.054167,Walking,0.5299563,1.1599560,0.2230310,0.2231884,1.1500000
1.058333,Walking,0.5309714,1.1609710,0.2436161,0.2434731,1.1500000
1.062500,Walking,0.5319436,1.1619410,0.2333307,0.2327728,1.1500000
1.066667,Walking,0.5329158,1.1629090,0.2333307,0.2324581,1.1500000
1.070833,Walking,0.5338880,1.1638760,0.2333164,0.2321148,1.1500000
1.075000,Walking,0.5348602,1.1648420,0.2333307,0.2317429,1.1500000
1.079167,Walking,0.5358324,1.1658060,0.2333307,0.2314281,1.1500000
1.083333,Walking,0.5368047,1.1667690,0.2333450,0.2310848,1.1500000
1.087500,Walking,0.5377321,1.1676860,0.2225733,0.2200413,1.1500000
1.091667,Walking,0.5395824,1.1695240,0.4440880,0.4411125,1.1500000
1.095833,Walking,0.5413880,1.1713150,0.4333305,0.4298115,1.1500000
1.100000,Walking,0.5431936,1.1731040,0.4333448,0.4293823,1.1500000
1.104167,Walking,0.5449992,1.1748910,0.4333448,0.4289246,1.1500000
1.108333,Walking,0.5468047,1.1766770,0.4333305,0.4286385,1.1500000
1.112500,Walking,0.5486102,1.1784620,0.4333162,0.4284382,1.1500000
1.116667,Walking,0.5504158,1.1802480,0.4333305,0.4285240,1.1500000
1.120833,Walking,0.5521729,1.1819860,0.4217148,0.4172230,1.1500000
1.125000,Walking,0.5531936,1.1829900,0.2449608,0.2408981,1.1500000
1.129167,Walking,0.5541658,1.1839460,0.2333307,0.2294540,1.1500000
1.133333,Walking,0.5551381,1.1849030,0.2333593,0.2297688,1.1500000
1.137500,Walking,0.5561103,1.1858620,0.2333307,0.2301121,1.1500000
1.141667,Walking,0.5570825,1.1868220,0.2333307,0.2304268,1.1500000
1.145833,Walking,0.5580547,1.1877840,0.2333164,0.2307987,1.1500000
1.150000,Walking,0.5590269,1.1887480,0.2333307,0.2312565,1.1500000
1.154167,Walking,0.5599478,1.1896610,0.2210140,0.2193260,1.1500000
1.158333,Walking,0.5589131,1.1886220,-0.2483225,-0.2494812,1.1500000
1.162500,Walking,0.5579406,1.1876470,-0.2334023,-0.2338886,1.1500000
1.166667,Walking,0.5569712,1.1866780,-0.2326584,-0.2326584,1.1500000
1.170833,Walking,0.5559933,1.1857020,-0.2347040,-0.2342606,1.1500000
1.175000,Walking,0.5550264,1.1847380,-0.2320576,-0.2313709,1.1500000
1.179167,Walking,0.5540838,1.1837990,-0.2262068,-0.2253342,1.1500000
1.183333,Walking,0.5531546,1.1828730,-0.2230167,-0.2221584,1.1500000
1.187500,Walking,0.5521696,1.1818910,-0.2363920,-0.2356625,1.1500000
1.191667,Walking,0.5503994,1.1801240,-0.4248619,-0.4242611,1.1500000
1.195833,Walking,0.5485934,1.1783200,-0.4334307,-0.4328728,1.1500000
1.200000,Walking,0.5467879,1.1765160,-0.4333162,-0.4328728,1.1500000
1.204167,Walking,0.5449823,1.1747120,-0.4333591,-0.4329872,1.1500000
1.208333,Walking,0.5431768,1.1729080,-0.4333019,-0.4329872,1.1500000
1.212500,Walking,0.5413715,1.1711040,-0.4332876,-0.4329586,1.1500000
1.216667,Walking,0.5395663,1.1693000,-0.4332447,-0.4329586,1.1500000
1.220833,Walking,0.5377250,1.1674600,-0.4418993,-0.4415417,1.1500000
1.225000,Walking,0.5367891,1.1665260,-0.2246332,-0.2241325,1.1500000
1.229167,Walking,0.5358171,1.1655570,-0.2332735,-0.2327728,1.1500000
1.233333,Walking,0.5348451,1.1645860,-0.2332735,-0.2328300,1.1500000
1.237500,Walking,0.5338735,1.1636160,-0.2331877,-0.2328873,1.1500000
1.241667,Walking,0.5329016,1.1626450,-0.2332592,-0.2331734,1.1500000
1.245833,Walking,0.5319299,1.1616720,-0.2332163,-0.2334595,1.1500000
1.250000,Walking,0.5309581,1.1606980,-0.2332306,-0.2337456,1.1500000
1.254167,Walking,0.5299436,1.1596800,-0.2434587,-0.2443886,1.1500000
1.258333,Walking,0.5289730,1.1587130,-0.2329588,-0.2318859,1.1500000
1.262500,Walking,0.5280006,1.1577440,-0.2333736,-0.2327156,1.1500000
1.266667,Walking,0.5270282,1.1567730,-0.2333736,-0.2330303,1.1500000
1.270833,Walking,0.5260558,1.1558010,-0.2333736,-0.2333164,1.1500000
1.275000,Walking,0.5250836,1.1548270,-0.2333307,-0.2335453,1.1500000
1.279167,Walking,0.5241116,1.1538540,-0.2332735,-0.2335739,1.1500000
1.283333,Walking,0.5231400,1.1528810,-0.2331877,-0.2335167,1.1500000
1.287500,Walking,0.5221687,1.1519090,-0.2331161,-0.2334595,1.1500000
1.291667,Walking,0.5203386,1.1500780,-0.4392242,-0.4393959,1.1500000
1.295833,Walking,0.5184869,1.1482260,-0.4444027,-0.4444885,1.1500000
1.300000,Walking,0.5166514,1.1463900,-0.4405260,-0.4405975,1.1500000
1.304167,Walking,0.5148437,1.1445820,-0.4338455,-0.4339314,1.1500000
1.308333,Walking,0.5130472,1.1427850,-0.4311562,-0.4313278,1.1500000
1.312500,Walking,0.5112379,1.1409740,-0.4342318,-0.4344749,1.1500000
1.316667,Walking,0.5094286,1.1391630,-0.4342318,-0.4345894,1.1500000
1.320833,Walking,0.5077320,1.1374650,-0.4071951,-0.4076672,1.1500000
1.325000,Walking,0.5068047,1.1365350,-0.2225447,-0.2231598,1.1500000
1.329167,Walking,0.5058325,1.1355600,-0.2333307,-0.2340889,1.1500000
1.333333,Walking,0.5048603,1.1345840,-0.2333164,-0.2340603,1.1500000
1.337500,Walking,0.5038881,1.1336100,-0.2333307,-0.2339172,1.1500000
1.341667,Walking,0.5029159,1.1326360,-0.2333307,-0.2336597,1.1500000
1.345833,Walking,0.5019436,1.1316640,-0.2333593,-0.2333164,1.1500000
1.350000,Walking,0.5009714,1.1306940,-0.2333307,-0.2328300,1.1500000
1.354167,Walking,0.4999994,1.1297270,-0.2332735,-0.2321720,1.1500000
1.358333,Walking,0.5009713,1.1307050,0.2332592,0.2348614,1.1500000
1.362500,Walking,0.5019435,1.1316850,0.2333307,0.2352905,1.1500000
1.366667,Walking,0.5029158,1.1326680,0.2333450,0.2356911,1.1500000
1.370833,Walking,0.5038880,1.1336510,0.2333307,0.2360058,1.1500000
1.375000,Walking,0.5048603,1.1346360,0.2333593,0.2363777,1.1500000
1.379167,Walking,0.5058325,1.1356220,0.2333164,0.2366638,1.1500000
1.383333,Walking,0.5068047,1.1366090,0.2333307,0.2369499,1.1500000
1.387500,Walking,0.5077769,1.1375980,0.2333307,0.2372360,1.1500000
1.391667,Walking,0.5095825,1.1394210,0.4333448,0.4375362,1.1500000
1.395833,Walking,0.5113881,1.1412450,0.4333448,0.4379082,1.1500000
1.400000,Walking,0.5131935,1.1430700,0.4333019,0.4379368,1.1500000
1.404167,Walking,0.5149991,1.1448940,0.4333305,0.4378223,1.1500000
1.408333,Walking,0.5168047,1.1467180,0.4333448,0.4375648,1.1500000
1.412500,Walking,0.5186103,1.1485390,0.4333448,0.4371643,1.1500000
1.416667,Walking,0.5204158,1.1503590,0.4333305,0.4367065,1.1500000
1.420833,Walking,0.5222214,1.1521760,0.4333448,0.4362202,1.1500000
1.425000,Walking,0.5231937,1.1531590,0.2333307,0.2358055,1.1500000
1.429167,Walking,0.5241659,1.1541400,0.2333307,0.2355194,1.1500000
1.433333,Walking,0.5251380,1.1551200,0.2333164,0.2352047,1.1500000
