mode,time,phase,pelvis,head,pelvis_velocity,head_velocity,pelvis_acceleration,head_acceleration,source_pelvis,reach_drop,safety_drop,left_planted,right_planted
authored,0.691667,0.943182,0.4590428,1.0766430,-0.261040,-0.263758,-0.0017,0.0549,0.4590428,0.0000000,0.0000000,0,0
authored,0.695833,0.948864,0.4579551,1.0755450,-0.261033,-0.263615,0.0017,0.0343,0.4579551,0.0000000,0.0000000,0,0
authored,0.700000,0.954545,0.4568674,1.0744480,-0.261047,-0.263271,-0.0034,0.0824,0.4568674,0.0000000,0.0000000,0,0
authored,0.704167,0.960227,0.4546250,1.0721970,-0.538187,-0.540104,-66.5136,-66.4398,0.4546250,0.0000000,0.0000000,0,0
authored,0.708333,0.965909,0.4523826,1.0699490,-0.538180,-0.539675,0.0017,0.1030,0.4523826,0.0000000,0.0000000,0,0
authored,0.712500,0.971591,0.4501401,1.0677010,-0.538187,-0.539360,-0.0017,0.0755,0.4501401,0.0000000,0.0000000,0,0
authored,0.716667,0.977273,0.4478977,1.0654550,-0.538187,-0.539131,0.0000,0.0549,0.4478977,0.0000000,0.0000000,0,0
authored,0.720833,0.982955,0.4456552,1.0632090,-0.538187,-0.538988,0.0000,0.0343,0.4456552,0.0000000,0.0000000,0,0
authored,0.725000,0.988636,0.4434128,1.0609640,-0.538180,-0.538931,0.0017,0.0137,0.4434128,0.0000000,0.0000000,0,0
authored,0.729167,0.994318,0.4411704,1.0587180,-0.538187,-0.539045,-0.0017,-0.0275,0.4411704,0.0000000,0.0000000,0,0
authored,0.733333,0.000000,0.4389280,1.0564710,-0.538166,-0.539188,0.0051,-0.0343,0.4389280,0.0000000,0.0000000,0,0
authored,0.737500,0.005682,0.4444287,1.0619760,1.320162,1.321192,445.9985,446.4912,0.4444287,0.0000000,0.0000000,0,0
authored,0.741667,0.011364,0.4499294,1.0674800,1.320176,1.321020,0.0034,-0.0412,0.4499294,0.0000000,0.0000000,0,0
authored,0.745833,0.017045,0.4554301,1.0729840,1.320155,1.320934,-0.0051,-0.0206,0.4554301,0.0000000,0.0000000,0,0
authored,0.750000,0.022727,0.4609308,1.0784880,1.320176,1.320963,0.0051,0.0069,0.4609308,0.0000000,0.0000000,0,0
authored,0.754167,0.028409,0.4664315,1.0839930,1.320169,1.321106,-0.0017,0.0343,0.4664315,0.0000000,0.0000000,0,0
authored,0.758333,0.034091,0.4719322,1.0894980,1.320162,1.321363,-0.0017,0.0618,0.4719322,0.0000000,0.0000000,0,0
authored,0.762500,0.039773,0.4774329,1.0950050,1.320176,1.321621,0.0034,0.0618,0.4774329,0.0000000,0.0000000,0,0
authored,0.766667,0.045455,0.4829336,1.1005140,1.320155,1.322079,-0.0051,0.1099,0.4829336,0.0000000,0.0000000,0,0
authored,0.770833,0.051136,0.4780982,1.0956880,-1.160488,-1.158228,-595.3542,-595.2735,0.4780982,0.0000000,0.0000000,0,0
authored,0.775000,0.056818,0.4732628,1.0908630,-1.160488,-1.157942,0.0000,0.0687,0.4732628,0.0000000,0.0000000,0,0
authored,0.779167,0.062500,0.4684275,1.0860390,-1.160481,-1.157770,0.0017,0.0412,0.4684275,0.0000000,0.0000000,0,0
authored,0.783333,0.068182,0.4635921,1.0812160,-1.160495,-1.157541,-0.0034,0.0549,0.4635921,0.0000000,0.0000000,0,0
authored,0.787500,0.073864,0.4587567,1.0763940,-1.160481,-1.157369,0.0034,0.0412,0.4587567,0.0000000,0.0000000,0,0
authored,0.791667,0.079545,0.4539214,1.0715720,-1.160488,-1.157169,-0.0017,0.0481,0.4539214,0.0000000,0.0000000,0,0
authored,0.795833,0.085227,0.4490860,1.0667510,-1.160481,-1.157055,0.0017,0.0275,0.4490860,0.0000000,0.0000000,0,0
authored,0.800000,0.090909,0.4442507,1.0619310,-1.160481,-1.156912,0.0000,0.0343,0.4442507,0.0000000,0.0000000,0,0
