clip,time,pelvis,head,shoeMin,handMin,coatMin,packMin
5,0.000000,0.532000,1.161927,0.001019,0.533867,0.388831,0.515303
5,0.004167,0.532000,1.161927,0.001023,0.533841,0.388849,0.515304
5,0.008333,0.532000,1.161927,0.001028,0.533810,0.388860,0.515292
5,0.012500,0.532000,1.161927,0.001032,0.533779,0.388868,0.515277
5,0.016667,0.532000,1.161927,0.001037,0.533748,0.388877,0.515263
5,0.020833,0.531999,1.161927,0.001040,0.533719,0.388892,0.515259
5,0.025000,0.531999,1.161927,0.001045,0.533695,0.388918,0.515271
5,0.029167,0.531996,1.161925,0.001047,0.533677,0.388957,0.515305
5,0.033333,0.531993,1.161924,0.001050,0.533667,0.389017,0.515370
5,0.037500,0.531985,1.161917,0.001051,0.533638,0.389090,0.515433
5,0.041667,0.531977,1.161911,0.001057,0.533581,0.389175,0.515479
5,0.045833,0.531959,1.161894,0.001056,0.533507,0.389263,0.515519
5,0.050000,0.531940,1.161878,0.001056,0.533447,0.389363,0.515586
5,0.054167,0.531904,1.161844,0.001041,0.533405,0.389459,0.515683
5,0.058333,0.531868,1.161810,0.001028,0.533421,0.389567,0.515849
5,0.062500,0.531806,1.161750,0.000991,0.533491,0.389662,0.516079
5,0.066667,0.531744,1.161690,0.000958,0.533667,0.389770,0.516421
5,0.070833,0.531647,1.161594,0.000899,0.533900,0.389860,0.516772
5,0.075000,0.531550,1.161497,0.000855,0.534201,0.389969,0.517161
5,0.079167,0.531410,1.161355,0.000786,0.534541,0.390050,0.517509
5,0.083333,0.531269,1.161211,0.000738,0.534979,0.390145,0.517922
5,0.087500,0.531079,1.161013,0.000663,0.535480,0.390198,0.518358
5,0.091667,0.530888,1.160812,0.000614,0.536109,0.390220,0.518851
5,0.095833,0.530643,1.160551,0.000540,0.536828,0.390092,0.519362
5,0.100000,0.530397,1.160284,0.000496,0.537709,0.389960,0.519970
5,0.104167,0.530097,1.159953,0.000436,0.538745,0.389773,0.520645
5,0.108333,0.529797,1.159610,0.000428,0.540019,0.389588,0.521424
5,0.112500,0.529446,1.159204,0.000422,0.541460,0.389354,0.522222
5,0.116667,0.529095,1.158785,0.000469,0.543095,0.389121,0.523096
5,0.120833,0.528700,1.158309,0.000523,0.544847,0.388845,0.523979
5,0.125000,0.528305,1.157820,0.000621,0.546722,0.388566,0.524895
5,0.129167,0.527879,1.157288,0.000719,0.548639,0.388137,0.525788
5,0.133333,0.527453,1.156746,0.000838,0.550577,0.387638,0.526668
5,0.137500,0.527011,1.156173,0.000971,0.552608,0.387122,0.527574
5,0.141667,0.526569,1.155579,0.001154,0.554843,0.386603,0.528565
5,0.145833,0.526128,1.154967,0.001378,0.557229,0.386084,0.529609
5,0.150000,0.525687,1.154341,0.001631,0.559701,0.385567,0.530636
5,0.154167,0.525266,1.153723,0.001915,0.562206,0.385073,0.531651
5,0.158333,0.524845,1.153102,0.002195,0.564645,0.384583,0.532607
5,0.162500,0.524461,1.152522,0.002488,0.566968,0.384138,0.533502
5,0.166667,0.524077,1.151953,0.002733,0.569046,0.383701,0.534263
5,0.170833,0.523745,1.151448,0.002979,0.570949,0.383322,0.534962
5,0.175000,0.523413,1.150949,0.003186,0.572699,0.382865,0.535593
5,0.179167,0.523144,1.150521,0.003413,0.574355,0.382484,0.536213
5,0.183333,0.522874,1.150102,0.003597,0.575847,0.382115,0.536758
5,0.187500,0.522674,1.149763,0.003805,0.577238,0.381826,0.537292
5,0.191667,0.522473,1.149436,0.003970,0.578456,0.381548,0.537744
5,0.195833,0.522340,1.149193,0.004159,0.579563,0.381349,0.538177
5,0.200000,0.522207,1.148965,0.004306,0.580488,0.381159,0.538521
5,0.204167,0.522134,1.148822,0.004433,0.581213,0.381047,0.538798
5,0.208333,0.522061,1.148708,0.004459,0.581641,0.380956,0.538934
5,0.212500,0.522034,1.148660,0.004455,0.581863,0.380925,0.539008
5,0.216667,0.522007,1.148628,0.004409,0.581908,0.380903,0.539007
5,0.220833,0.522003,1.148628,0.004381,0.581889,0.380906,0.538990
5,0.225000,0.522000,1.148630,0.004372,0.581830,0.380904,0.538964
5,0.229167,0.521986,1.148615,0.004398,0.581764,0.380879,0.538953
5,0.233333,0.521971,1.148589,0.004500,0.581768,0.380836,0.539001
5,0.237500,0.521892,1.148492,0.004575,0.581729,0.380718,0.539010
5,0.241667,0.521813,1.148399,0.004651,0.581660,0.380601,0.538998
5,0.245833,0.521618,1.148192,0.004632,0.581450,0.380365,0.538865
5,0.250000,0.521424,1.147984,0.004649,0.581219,0.380120,0.538740
5,0.254167,0.521074,1.147615,0.004568,0.580813,0.379706,0.538481
5,0.258333,0.520724,1.147238,0.004564,0.580394,0.379274,0.538259
5,0.262500,0.520184,1.146661,0.004470,0.579774,0.378631,0.537897
5,0.266667,0.519643,1.146070,0.004500,0.579149,0.377962,0.537599
5,0.270833,0.518887,1.145251,0.004449,0.578299,0.377052,0.537139
5,0.275000,0.518130,1.144423,0.004524,0.577436,0.376120,0.536714
5,0.279167,0.517137,1.143350,0.004486,0.576325,0.374935,0.536092
5,0.283333,0.516144,1.142267,0.004569,0.575200,0.373734,0.535513
5,0.287500,0.514902,1.140924,0.004520,0.573811,0.372271,0.534729
5,0.291667,0.513659,1.139568,0.004582,0.572408,0.370798,0.533995
5,0.295833,0.512160,1.137943,0.004493,0.570734,0.369061,0.533056
5,0.300000,0.510661,1.136302,0.004500,0.569044,0.367318,0.532174
5,0.304167,0.508904,1.134387,0.004380,0.567076,0.365309,0.531091
5,0.308333,0.507146,1.132457,0.004426,0.565090,0.363288,0.530063
5,0.312500,0.505134,1.130255,0.004374,0.562830,0.361004,0.528833
5,0.316667,0.503122,1.128038,0.004468,0.560554,0.358716,0.527653
5,0.320833,0.500863,1.125558,0.004446,0.558017,0.356179,0.526273
5,0.325000,0.498604,1.123062,0.004536,0.555467,0.353644,0.524939
5,0.329167,0.496110,1.120316,0.004484,0.552673,0.350879,0.523411
5,0.333333,0.493617,1.117554,0.004500,0.549869,0.348121,0.521924
5,0.337500,0.490906,1.114555,0.004396,0.546833,0.345149,0.520267
5,0.341667,0.488195,1.111534,0.004431,0.543777,0.342178,0.518667
5,0.345833,0.485286,1.108293,0.004394,0.540506,0.339011,0.516918
5,0.350000,0.482376,1.105033,0.004468,0.537222,0.335850,0.515211
5,0.354167,0.479291,1.101578,0.004460,0.533751,0.332520,0.513364
5,0.358333,0.476207,1.098106,0.004528,0.530272,0.329199,0.511547
5,0.362500,0.472972,1.094469,0.004498,0.526638,0.325736,0.509601
5,0.366667,0.469737,1.090817,0.004500,0.523004,0.322285,0.507670
5,0.370833,0.466379,1.087025,0.004432,0.519239,0.318719,0.505646
5,0.375000,0.463022,1.083208,0.004446,0.515461,0.315161,0.503665
5,0.379167,0.459571,1.079277,0.004436,0.511579,0.311518,0.501624
5,0.383333,0.456120,1.075327,0.004478,0.507689,0.307884,0.499607
5,0.387500,0.452606,1.071297,0.004493,0.503731,0.304196,0.497543
5,0.391667,0.449092,1.067255,0.004525,0.499772,0.300519,0.495484
5,0.395833,0.445546,1.063171,0.004524,0.495783,0.296822,0.493391
5,0.400000,0.442000,1.059081,0.004500,0.491800,0.293135,0.491286
5,0.404167,0.438454,1.054980,0.004469,0.487818,0.289458,0.489184
5,0.408333,0.434908,1.050861,0.004455,0.483833,0.285790,0.487101
5,0.412500,0.431394,1.046760,0.004474,0.479877,0.282163,0.485059
5,0.416667,0.427880,1.042648,0.004480,0.475922,0.278545,0.483018
5,0.420833,0.424429,1.038593,0.004521,0.472033,0.274999,0.481031
5,0.425000,0.420978,1.034535,0.004518,0.468149,0.271463,0.479025
5,0.429167,0.417620,1.030573,0.004548,0.464367,0.268030,0.477084
5,0.433333,0.414263,1.026619,0.004500,0.460596,0.264606,0.475106
5,0.437500,0.411028,1.022789,0.004507,0.456957,0.261312,0.473226
5,0.441667,0.407793,1.018956,0.004462,0.453324,0.258026,0.471336
5,0.445833,0.404708,1.015273,0.004504,0.449849,0.254896,0.469580
5,0.450000,0.401624,1.011593,0.004475,0.446383,0.251773,0.467799
5,0.454167,0.398714,1.008097,0.004536,0.443102,0.248833,0.466161
5,0.458333,0.395805,1.004613,0.004502,0.439833,0.245898,0.464483
5,0.462500,0.393094,1.001343,0.004560,0.436774,0.243167,0.462956
5,0.466667,0.390383,0.998094,0.004500,0.433730,0.240442,0.461374
5,0.470833,0.387889,0.995081,0.004541,0.430919,0.237939,0.459962
5,0.475000,0.385396,0.992083,0.004472,0.428123,0.235439,0.458513
5,0.479167,0.383137,0.989334,0.004525,0.425576,0.233177,0.457257
5,0.483333,0.380878,0.986605,0.004462,0.423043,0.230918,0.455957
5,0.487500,0.378866,0.984143,0.004528,0.420772,0.228909,0.454856
5,0.491667,0.376854,0.981703,0.004474,0.418515,0.226901,0.453704
5,0.495833,0.375096,0.979544,0.004550,0.416528,0.225151,0.452752
5,0.500000,0.373339,0.977412,0.004500,0.414556,0.223401,0.451743
5,0.504167,0.371840,0.975568,0.004568,0.412860,0.221911,0.450931
5,0.508333,0.370341,0.973753,0.004488,0.411182,0.220421,0.450062
5,0.512500,0.369098,0.972222,0.004529,0.409780,0.219188,0.449394
5,0.516667,0.367856,0.970718,0.004442,0.408394,0.217954,0.448675
5,0.520833,0.366863,0.969488,0.004487,0.407272,0.216970,0.448156
5,0.525000,0.365870,0.968282,0.004426,0.406163,0.215986,0.447591
5,0.529167,0.365113,0.967333,0.004506,0.405302,0.215237,0.447220
5,0.533333,0.364356,0.966405,0.004500,0.404451,0.214488,0.446809
5,0.537500,0.363816,0.965722,0.004585,0.403833,0.213954,0.446560
5,0.541667,0.363276,0.965074,0.004516,0.403235,0.213419,0.446246
5,0.545833,0.362926,0.964644,0.004512,0.402844,0.213073,0.446068
5,0.550000,0.362575,0.964236,0.004412,0.402465,0.212725,0.445850
5,0.554167,0.362381,0.963999,0.004402,0.402250,0.212533,0.445758
5,0.558333,0.362187,0.963770,0.004355,0.402037,0.212341,0.445650
5,0.562500,0.362108,0.963658,0.004416,0.401938,0.212263,0.445651
5,0.566667,0.362029,0.963540,0.004500,0.401832,0.212186,0.445660
5,0.570833,0.362014,0.963498,0.004607,0.401801,0.212173,0.445713
5,0.575000,0.362000,0.963479,0.004616,0.401792,0.212159,0.445722
5,0.579167,0.361991,0.963478,0.004575,0.401796,0.212149,0.445711
5,0.583333,0.361982,0.963479,0.004521,0.401799,0.212140,0.445693
5,0.587500,0.361906,0.963407,0.004430,0.401720,0.212064,0.445620
5,0.591667,0.361830,0.963316,0.004413,0.401615,0.211988,0.445578
5,0.595833,0.361621,0.963065,0.004377,0.401340,0.211781,0.445452
5,0.600000,0.361412,0.962775,0.004500,0.401016,0.211576,0.445394
5,0.604167,0.361015,0.962270,0.004547,0.400471,0.211184,0.445195
5,0.608333,0.360619,0.961754,0.004646,0.399912,0.210792,0.445014
5,0.612500,0.359989,0.960987,0.004587,0.399097,0.210169,0.444630
5,0.616667,0.359360,0.960196,0.004623,0.398250,0.209547,0.444287
5,0.620833,0.358464,0.959109,0.004508,0.397096,0.208660,0.443728
5,0.625000,0.357567,0.957987,0.004532,0.395892,0.207775,0.443231
5,0.629167,0.356378,0.956530,0.004424,0.394339,0.206599,0.442515
5,0.633333,0.355190,0.955025,0.004500,0.392720,0.205427,0.441882
5,0.637500,0.353692,0.953166,0.004447,0.390733,0.203948,0.441018
5,0.641667,0.352194,0.951267,0.004552,0.388701,0.202473,0.440219
5,0.645833,0.350379,0.949009,0.004494,0.386304,0.200684,0.439168
5,0.650000,0.348564,0.946711,0.004588,0.383859,0.198899,0.438183
5,0.654167,0.346430,0.944052,0.004511,0.381046,0.197204,0.436945
5,0.658333,0.344296,0.941351,0.004577,0.378182,0.195586,0.435773
5,0.662500,0.341850,0.938294,0.004470,0.374953,0.193694,0.434355
5,0.666667,0.339403,0.935193,0.004500,0.371671,0.191840,0.433004
5,0.670833,0.336656,0.931741,0.004395,0.368031,0.189729,0.431427
5,0.675000,0.333908,0.928235,0.004474,0.364336,0.187662,0.429930
5,0.679167,0.330878,0.924394,0.004435,0.360308,0.185355,0.428222
5,0.683333,0.327847,0.920506,0.004542,0.356236,0.183088,0.426577
5,0.687500,0.324556,0.916313,0.004512,0.351864,0.180599,0.424729
5,0.691667,0.321265,0.912081,0.004587,0.347457,0.178146,0.422930
5,0.695833,0.317741,0.907580,0.004512,0.342786,0.175494,0.420939
5,0.700000,0.314217,0.903047,0.004500,0.338089,0.172875,0.418982
5,0.704167,0.310490,0.898268,0.004392,0.333150,0.170093,0.416876
5,0.708333,0.306764,0.893433,0.004431,0.328162,0.167357,0.414837
5,0.712500,0.302869,0.888381,0.004422,0.322969,0.164496,0.412685
5,0.716667,0.298975,0.883288,0.004507,0.317747,0.161675,0.410576
5,0.720833,0.294949,0.878028,0.004525,0.312375,0.158759,0.408367
5,0.725000,0.290923,0.872743,0.004580,0.306993,0.171743,0.406178
5,0.729167,0.286804,0.867347,0.004550,0.301517,0.169624,0.403902
5,0.733333,0.282685,0.861941,0.004500,0.296047,0.167524,0.399390
5,0.737500,0.278514,0.856458,0.004422,0.290513,0.165401,0.394804
5,0.741667,0.274343,0.850935,0.004417,0.284951,0.163315,0.390212
5,0.745833,0.270161,0.845369,0.004444,0.279361,0.161248,0.385606
5,0.750000,0.265978,0.839781,0.004488,0.273766,0.159203,0.381001
5,0.754167,0.261825,0.834211,0.004548,0.268207,0.157203,0.376428
5,0.758333,0.257672,0.828639,0.004566,0.262663,0.193523,0.371850
5,0.762500,0.253590,0.823147,0.004583,0.257217,0.191505,0.367315
5,0.766667,0.249507,0.817676,0.004500,0.251809,0.189479,0.362792
5,0.770833,0.245534,0.812321,0.004467,0.246529,0.187580,0.358387
5,0.775000,0.241561,0.806956,0.004417,0.241250,0.185715,0.353985
5,0.779167,0.237736,0.801739,0.004476,0.236128,0.184018,0.349737
5,0.783333,0.233911,0.796530,0.004471,0.231025,0.182324,0.345497
5,0.787500,0.230270,0.791524,0.004562,0.226136,0.180802,0.341452
5,0.791667,0.226628,0.786546,0.004541,0.221285,0.179255,0.337421
5,0.795833,0.223203,0.781825,0.004600,0.216699,0.177884,0.333621
5,0.800000,0.219778,0.777153,0.004500,0.212170,0.176458,0.329841
5,0.804167,0.216598,0.772768,0.004511,0.207932,0.175260,0.326321
5,0.808333,0.213419,0.768413,0.004423,0.203724,0.174075,0.322814
5,0.812500,0.210510,0.764362,0.004494,0.199822,0.173152,0.319590
5,0.816667,0.207602,0.760352,0.004441,0.195960,0.172197,0.316380
5,0.820833,0.204985,0.756680,0.004542,0.192434,0.171481,0.313478
5,0.825000,0.202368,0.753060,0.004491,0.188960,0.170691,0.310591
5,0.829167,0.200058,0.749805,0.004584,0.185848,0.170111,0.308030
5,0.833333,0.197748,0.746614,0.004500,0.182797,0.169413,0.305487
5,0.837500,0.195754,0.743805,0.004554,0.180122,0.168936,0.303279
5,0.841667,0.193760,0.741059,0.004445,0.177501,0.168395,0.301089
5,0.845833,0.192085,0.738693,0.004499,0.175249,0.168100,0.299235
5,0.850000,0.190410,0.736385,0.004402,0.173048,0.167723,0.297397
5,0.854167,0.189050,0.734447,0.004477,0.171208,0.167569,0.295889
5,0.858333,0.187689,0.732564,0.004413,0.169415,0.167313,0.294395
5,0.862500,0.186632,0.731035,0.004520,0.167969,0.167248,0.293218
5,0.866667,0.185574,0.729556,0.004500,0.166566,0.167063,0.292054
5,0.870833,0.184799,0.728427,0.004593,0.165502,0.167010,0.291189
5,0.875000,0.184024,0.727378,0.004496,0.164502,0.166803,0.290345
5,0.879167,0.183502,0.726646,0.004495,0.163807,0.166724,0.289770
5,0.883333,0.182980,0.725964,0.004371,0.163153,0.166549,0.289208
5,0.887500,0.182672,0.725533,0.004371,0.162743,0.166521,0.288869
5,0.891667,0.182364,0.725122,0.004315,0.162351,0.166456,0.288535
5,0.895833,0.182221,0.724881,0.004402,0.162129,0.166547,0.288368
5,0.900000,0.182078,0.724632,0.004499,0.161903,0.166658,0.288198
5,0.904167,0.182040,0.724524,0.004643,0.161808,0.166778,0.288143
5,0.908333,0.182002,0.724485,0.004666,0.161764,0.166722,0.288105
5,0.912500,0.181998,0.724516,0.004647,0.161782,0.166612,0.288110
5,0.916667,0.181994,0.724553,0.004599,0.161807,0.166503,0.288115
5,0.920833,0.181931,0.724504,0.004508,0.161757,0.166426,0.288056
5,0.925000,0.181868,0.724397,0.004478,0.161671,0.166527,0.287983
5,0.929167,0.181658,0.724051,0.004409,0.161376,0.166746,0.287739
5,0.933333,0.181448,0.723581,0.004499,0.161001,0.167321,0.287464
5,0.937500,0.181020,0.722804,0.004559,0.160351,0.167985,0.286949
5,0.941667,0.180591,0.721983,0.004775,0.159678,0.168851,0.286423
5,0.945833,0.179893,0.720830,0.004849,0.158698,0.169656,0.285612
5,0.950000,0.179195,0.719602,0.005023,0.157671,0.170679,0.284783
5,0.954167,0.178191,0.717975,0.004971,0.156280,0.171624,0.283627
5,0.958333,0.177187,0.716238,0.004981,0.154818,0.172805,0.282445
5,0.962500,0.175859,0.714050,0.004716,0.152950,0.173908,0.280908
5,0.966667,0.174530,0.711717,0.004499,0.150991,0.175272,0.279338
5,0.970833,0.172870,0.708903,0.004172,0.148611,0.176709,0.277403
5,0.975000,0.171211,0.705948,0.004200,0.146155,0.178617,0.275437
5,0.979167,0.169227,0.702538,0.004205,0.143306,0.180569,0.273120
5,0.983333,0.167244,0.699006,0.004450,0.140391,0.182782,0.270778
5,0.987500,0.164954,0.695054,0.004560,0.137109,0.184839,0.268109
5,0.991667,0.162664,0.690997,0.004761,0.133772,0.186928,0.265421
5,0.995833,0.160096,0.686568,0.004683,0.130105,0.188644,0.262438
5,1.000000,0.157528,0.682054,0.004499,0.126389,0.190128,0.259443
5,1.004167,0.154717,0.677172,0.004077,0.122364,0.191266,0.256184
5,1.008333,0.151907,0.672135,0.003863,0.118263,0.192488,0.252899
5,1.012500,0.148896,0.666768,0.003672,0.113903,0.193538,0.249394
5,1.016667,0.145886,0.661296,0.003702,0.109500,0.194551,0.245876
5,1.020833,0.142724,0.655593,0.003779,0.104918,0.195308,0.242199
5,1.025000,0.139561,0.649840,0.004015,0.100323,0.195885,0.238520
5,1.029167,0.136300,0.643965,0.004248,0.095630,0.196102,0.234747
5,1.033333,0.133038,0.638098,0.004499,0.090952,0.195972,0.230984
5,1.037500,0.129732,0.632141,0.004712,0.086213,0.195449,0.227176
5,1.041667,0.126426,0.626088,0.004718,0.081431,0.194637,0.223360
5,1.045833,0.123131,0.619981,0.004484,0.076638,0.193549,0.219551
5,1.050000,0.119835,0.613842,0.004320,0.071843,0.192180,0.215746
5,1.054167,0.116607,0.607771,0.004282,0.067130,0.190602,0.212018
5,1.058333,0.113379,0.601736,0.004282,0.062451,0.188320,0.208304
5,1.062500,0.110271,0.595894,0.004408,0.057946,0.185826,0.204732
5,1.066667,0.107164,0.590162,0.004499,0.053511,0.183178,0.201185
5,1.070833,0.104228,0.584670,0.004631,0.049290,0.180468,0.197829
5,1.075000,0.101292,0.579196,0.004581,0.045081,0.177471,0.194482
5,1.079167,0.098573,0.573982,0.004589,0.041115,0.174459,0.191365
5,1.083333,0.095855,0.568834,0.004456,0.037188,0.171273,0.188265
5,1.087500,0.093394,0.564035,0.004458,0.033571,0.168228,0.185443
5,1.091667,0.090933,0.559352,0.004357,0.030019,0.165128,0.182643
5,1.095833,0.088763,0.555102,0.004461,0.026837,0.162326,0.180159
5,1.100000,0.086593,0.551021,0.004500,0.023746,0.159594,0.177704
