clip,time,pelvis,head,shoeMin,handMin,coatMin,packMin
6,1.070833,0.339451,0.930279,0.004548,0.319083,0.190902,0.443259
6,1.075000,0.343472,0.935743,0.004578,0.324213,0.193739,0.444885
6,1.079167,0.347392,0.941074,0.004518,0.329239,0.197575,0.446419
6,1.083333,0.351312,0.946367,0.004498,0.334255,0.201441,0.447977
6,1.087500,0.355095,0.951473,0.004411,0.339114,0.205182,0.449437
6,1.091667,0.358877,0.956525,0.004421,0.343945,0.208935,0.450953
6,1.095833,0.362488,0.961343,0.004385,0.348568,0.212527,0.452368
6,1.100000,0.366099,0.966093,0.004500,0.353148,0.216129,0.453869
6,1.104167,0.369506,0.970585,0.004517,0.357495,0.219536,0.455234
6,1.108333,0.372913,0.975034,0.004591,0.361826,0.222951,0.456643
6,1.112500,0.376089,0.979206,0.004514,0.365905,0.226142,0.457873
6,1.116667,0.379264,0.983329,0.004538,0.369957,0.229339,0.459167
6,1.120833,0.382183,0.987143,0.004429,0.373717,0.232285,0.460278
6,1.125000,0.385101,0.990902,0.004465,0.377438,0.235236,0.461473
6,1.129167,0.387743,0.994326,0.004389,0.380835,0.237913,0.462483
6,1.133333,0.390384,0.997689,0.004500,0.384180,0.240593,0.463595
6,1.137500,0.392733,1.000704,0.004479,0.387186,0.242982,0.464511
6,1.141667,0.395081,1.003670,0.004585,0.390157,0.245373,0.465511
6,1.145833,0.397126,1.006285,0.004520,0.392788,0.247460,0.466292
6,1.150000,0.399172,1.008855,0.004591,0.395381,0.249547,0.467158
6,1.154167,0.400909,1.011073,0.004495,0.397628,0.251325,0.467802
6,1.158333,0.402646,1.013248,0.004546,0.399833,0.253102,0.468530
6,1.162500,0.404078,1.015076,0.004444,0.401691,0.254572,0.469038
6,1.166667,0.405509,1.016863,0.004500,0.403506,0.256040,0.469632
6,1.170833,0.406644,1.018307,0.004433,0.404975,0.257208,0.470029
6,1.175000,0.407779,1.019703,0.004539,0.406396,0.258372,0.470530
6,1.179167,0.408633,1.020777,0.004517,0.407495,0.259252,0.470843
6,1.183333,0.409488,1.021816,0.004625,0.408557,0.260128,0.471236
6,1.187500,0.410087,1.022571,0.004589,0.409332,0.260746,0.471440
6,1.191667,0.410686,1.023303,0.004642,0.410083,0.261362,0.471698
6,1.195833,0.411064,1.023796,0.004545,0.410592,0.261753,0.471775
6,1.200000,0.411442,1.024277,0.004500,0.411086,0.262144,0.471882
6,1.204167,0.411640,1.024553,0.004386,0.411377,0.262353,0.471871
6,1.208333,0.411839,1.024792,0.004426,0.411632,0.262556,0.471949
6,1.212500,0.411911,1.024877,0.004450,0.411733,0.262631,0.471964
6,1.216667,0.411983,1.024945,0.004542,0.411813,0.262702,0.472022
6,1.220833,0.411991,1.024943,0.004595,0.411816,0.262710,0.472033
6,1.225000,0.412000,1.024944,0.004632,0.411813,0.262717,0.472039
6,1.229167,0.412016,1.024966,0.004617,0.411818,0.262734,0.472025
6,1.233333,0.412032,1.025012,0.004500,0.411831,0.262753,0.471959
6,1.237500,0.412122,1.025141,0.004411,0.411921,0.262847,0.471944
6,1.241667,0.412211,1.025266,0.004343,0.412008,0.262940,0.471942
6,1.245833,0.412428,1.025521,0.004391,0.412218,0.263161,0.472065
6,1.250000,0.412645,1.025784,0.004399,0.412424,0.263383,0.472169
6,1.254167,0.413034,1.026235,0.004505,0.412798,0.263778,0.472412
6,1.258333,0.413422,1.026706,0.004509,0.413166,0.264175,0.472606
6,1.262500,0.414017,1.027411,0.004586,0.413736,0.264781,0.472940
6,1.266667,0.414611,1.028151,0.004500,0.414302,0.265391,0.473195
6,1.270833,0.415435,1.029149,0.004509,0.415092,0.266235,0.473610
6,1.275000,0.416259,1.030169,0.004425,0.415878,0.267081,0.473976
6,1.279167,0.417330,1.031457,0.004486,0.416906,0.268177,0.474537
6,1.283333,0.418401,1.032767,0.004436,0.417930,0.269276,0.475042
6,1.287500,0.419727,1.034354,0.004522,0.419203,0.270634,0.475744
6,1.291667,0.421053,1.035964,0.004481,0.420472,0.271996,0.476386
6,1.295833,0.422634,1.037853,0.004561,0.421992,0.273618,0.477220
6,1.300000,0.424216,1.039764,0.004500,0.423507,0.275246,0.477988
6,1.304167,0.426048,1.041951,0.004552,0.425266,0.277129,0.478934
6,1.308333,0.427880,1.044162,0.004479,0.427019,0.279017,0.479808
6,1.312500,0.429951,1.046632,0.004527,0.429005,0.281150,0.480855
6,1.316667,0.432022,1.049118,0.004463,0.430985,0.283289,0.481844
6,1.320833,0.434314,1.051839,0.004515,0.433184,0.285656,0.483002
6,1.325000,0.436607,1.054570,0.004468,0.435378,0.288028,0.484115
6,1.329167,0.439100,1.057507,0.004527,0.437770,0.290608,0.485390
6,1.333333,0.441593,1.060447,0.004500,0.440160,0.293195,0.486633
6,1.337500,0.444261,1.063570,0.004552,0.442721,0.295964,0.488002
6,1.341667,0.446928,1.066705,0.004507,0.445276,0.298742,0.489309
6,1.345833,0.449742,1.069992,0.004526,0.447972,0.301674,0.490712
6,1.350000,0.452555,1.073281,0.004478,0.450666,0.304614,0.492077
6,1.354167,0.455483,1.076680,0.004490,0.453470,0.307677,0.493530
6,1.358333,0.458410,1.080072,0.004462,0.456274,0.310749,0.494970
6,1.362500,0.461417,1.083532,0.004488,0.459157,0.313910,0.496489
6,1.366667,0.464425,1.086977,0.004500,0.462041,0.317079,0.498018
6,1.370833,0.467477,1.090458,0.004528,0.464968,0.320303,0.499581
6,1.375000,0.470530,1.093936,0.004520,0.467894,0.323538,0.501114
6,1.379167,0.473591,1.097414,0.004502,0.470826,0.326793,0.502638
6,1.383333,0.476651,1.100880,0.004484,0.473759,0.330058,0.504158
6,1.387500,0.479685,1.104304,0.004456,0.476664,0.333307,0.505661
6,1.391667,0.482718,1.107709,0.004461,0.479570,0.336565,0.507185
6,1.395833,0.485689,1.111030,0.004450,0.482415,0.339770,0.508681
6,1.400000,0.488659,1.114328,0.004500,0.485265,0.342983,0.510226
6,1.404167,0.491531,1.117511,0.004495,0.488018,0.346109,0.511702
6,1.408333,0.494403,1.120681,0.004522,0.490772,0.349248,0.513187
6,1.412500,0.497145,1.123705,0.004468,0.493397,0.352268,0.514561
6,1.416667,0.499886,1.126713,0.004484,0.496025,0.355299,0.515966
6,1.420833,0.502466,1.129542,0.004423,0.498495,0.358178,0.517249
6,1.425000,0.505047,1.132352,0.004461,0.500969,0.361066,0.518583
6,1.429167,0.507438,1.134955,0.004420,0.503259,0.363773,0.519787
6,1.433333,0.509830,1.137538,0.004500,0.505554,0.366485,0.521062
6,1.437500,0.512010,1.139892,0.004464,0.507642,0.368994,0.522184
6,1.441667,0.514190,1.142232,0.004512,0.509734,0.371515,0.523353
6,1.445833,0.516138,1.144328,0.004431,0.511599,0.373815,0.524340
6,1.450000,0.518087,1.146411,0.004467,0.513468,0.376122,0.525380
6,1.454167,0.519790,1.148235,0.004389,0.515097,0.378188,0.526231
6,1.458333,0.521492,1.150047,0.004449,0.516731,0.380256,0.527142
6,1.462500,0.522941,1.151593,0.004401,0.518116,0.382070,0.527862
6,1.466667,0.524390,1.153127,0.004500,0.519507,0.383879,0.528649
6,1.470833,0.525583,1.154394,0.004447,0.520648,0.385438,0.529252
6,1.475000,0.526776,1.155650,0.004481,0.521794,0.387009,0.529925
6,1.479167,0.527717,1.156646,0.004376,0.522695,0.388334,0.530410
6,1.483333,0.528658,1.157634,0.004404,0.523601,0.389656,0.530953
6,1.487500,0.529360,1.158376,0.004334,0.524272,0.390726,0.531307
6,1.491667,0.530062,1.159112,0.004405,0.524947,0.391718,0.531706
6,1.495833,0.530545,1.159625,0.004392,0.525407,0.392466,0.531924
6,1.500000,0.531029,1.160134,0.004500,0.525869,0.393181,0.532173
6,1.504167,0.531323,1.160448,0.004518,0.526145,0.393670,0.532294
6,1.508333,0.531618,1.160753,0.004607,0.526423,0.394129,0.532494
6,1.512500,0.531762,1.160902,0.004600,0.526554,0.394410,0.532601
6,1.516667,0.531907,1.161047,0.004633,0.526688,0.394669,0.532741
6,1.520833,0.531951,1.161090,0.004595,0.526728,0.394808,0.532793
6,1.525000,0.531995,1.161135,0.004578,0.526772,0.394934,0.532834
6,1.529167,0.531997,1.161142,0.004534,0.526782,0.395008,0.532801
6,1.533333,0.532000,1.161154,0.004500,0.526800,0.395078,0.532713
6,1.537500,0.532000,1.161166,0.004467,0.526804,0.395121,0.532598
6,1.541667,0.532000,1.161177,0.004451,0.526807,0.395141,0.532493
6,1.545833,0.532000,1.161189,0.004444,0.526811,0.395141,0.532381
6,1.550000,0.532000,1.161203,0.004443,0.526818,0.395128,0.532246
6,1.554167,0.532000,1.161221,0.004442,0.526830,0.395106,0.532071
6,1.558333,0.532000,1.161244,0.004437,0.526848,0.395079,0.531839
6,1.562500,0.532000,1.161275,0.004423,0.526874,0.395053,0.531534
6,1.566667,0.532000,1.161313,0.004395,0.526910,0.395033,0.531139
6,1.570833,0.532000,1.161359,0.004356,0.526952,0.395016,0.530639
6,1.575000,0.532000,1.161413,0.004311,0.527000,0.394996,0.530042
6,1.579167,0.532000,1.161471,0.004261,0.527052,0.394974,0.529370
6,1.583333,0.532000,1.161530,0.004206,0.527109,0.394950,0.528644
6,1.587500,0.532000,1.161588,0.004145,0.527172,0.394923,0.527885
6,1.591667,0.532000,1.161643,0.004078,0.527241,0.394893,0.527113
6,1.595833,0.532000,1.161693,0.004006,0.527317,0.394860,0.526351
6,1.600000,0.532000,1.161738,0.003928,0.527401,0.394793,0.525618
6,1.604167,0.532000,1.161780,0.003843,0.527497,0.394695,0.524859
6,1.608333,0.532000,1.161820,0.003752,0.527602,0.394588,0.524056
6,1.612500,0.532000,1.161857,0.003656,0.527716,0.394473,0.523233
6,1.616667,0.532000,1.161889,0.003556,0.527838,0.394352,0.522412
6,1.620833,0.532000,1.161916,0.003452,0.527966,0.394225,0.521615
6,1.625000,0.532000,1.161938,0.003347,0.528099,0.394094,0.520864
6,1.629167,0.532000,1.161954,0.003242,0.528238,0.393959,0.520180
6,1.633333,0.532000,1.161966,0.003136,0.528382,0.393822,0.519583
6,1.637500,0.532000,1.161974,0.003029,0.528535,0.393680,0.519044
6,1.641667,0.532000,1.161979,0.002919,0.528702,0.393531,0.518567
6,1.645833,0.532000,1.161982,0.002808,0.528879,0.393377,0.518146
6,1.650000,0.532000,1.161983,0.002697,0.529066,0.393220,0.517760
6,1.654167,0.532000,1.161984,0.002587,0.529259,0.393060,0.517408
6,1.658333,0.532000,1.161983,0.002480,0.529457,0.392901,0.517099
6,1.662500,0.532000,1.161982,0.002377,0.529657,0.392694,0.516790
6,1.666667,0.532000,1.161980,0.002279,0.529855,0.392482,0.516494
6,1.670833,0.532000,1.161978,0.002184,0.530056,0.392270,0.516242
6,1.675000,0.532000,1.161976,0.002090,0.530264,0.392055,0.516070
6,1.679167,0.532000,1.161974,0.001998,0.530478,0.391840,0.515960
6,1.683333,0.532000,1.161971,0.001910,0.530694,0.391625,0.515897
6,1.687500,0.532000,1.161968,0.001826,0.530911,0.391414,0.515863
6,1.691667,0.532000,1.161966,0.001747,0.531126,0.391209,0.515841
6,1.695833,0.532000,1.161963,0.001673,0.531336,0.391012,0.515815
6,1.700000,0.532000,1.161960,0.001605,0.531538,0.390824,0.515768
6,1.704167,0.532000,1.161958,0.001542,0.531734,0.390645,0.515709
6,1.708333,0.532000,1.161955,0.001482,0.531929,0.390469,0.515661
6,1.712500,0.532000,1.161953,0.001426,0.532119,0.390299,0.515620
6,1.716667,0.532000,1.161950,0.001375,0.532305,0.390136,0.515586
6,1.720833,0.532000,1.161947,0.001327,0.532483,0.389981,0.515556
6,1.725000,0.532000,1.161945,0.001283,0.532652,0.389835,0.515529
6,1.729167,0.532000,1.161943,0.001244,0.532811,0.389699,0.515503
6,1.733333,0.532000,1.161940,0.001209,0.532958,0.389576,0.515476
6,1.737500,0.532000,1.161938,0.001178,0.533091,0.389464,0.515450
6,1.741667,0.532000,1.161937,0.001151,0.533213,0.389363,0.515427
6,1.745833,0.532000,1.161935,0.001127,0.533323,0.389272,0.515406
6,1.750000,0.532000,1.161933,0.001106,0.533423,0.389190,0.515386
6,1.754167,0.532000,1.161932,0.001088,0.533512,0.389117,0.515369
6,1.758333,0.532000,1.161931,0.001072,0.533592,0.389052,0.515355
6,1.762500,0.532000,1.161930,0.001058,0.533662,0.388995,0.515341
6,1.766667,0.532000,1.161929,0.001046,0.533724,0.388946,0.515330
6,1.770833,0.532000,1.161928,0.001036,0.533773,0.388907,0.515320
6,1.775000,0.532000,1.161928,0.001030,0.533805,0.388881,0.515314
6,1.779167,0.532000,1.161927,0.001027,0.533825,0.388865,0.515311
6,1.783333,0.532000,1.161927,0.001024,0.533836,0.388856,0.515309
6,1.787500,0.532000,1.161927,0.001023,0.533842,0.388851,0.515307
6,1.791667,0.532000,1.161927,0.001022,0.533846,0.388847,0.515307
6,1.795833,0.532000,1.161927,0.001021,0.533854,0.388841,0.515305
6,1.800000,0.532000,1.161927,0.001019,0.533867,0.388831,0.515303
